Объем;Объем кадра;Объем;X относительное;Y относительное;Z относительное;Время;Длина;Угол;Угол X выч;Угол Y выч;Угол Z выч;Время кадра;Радиус выч;X центра выч;Y центра выч;Z центра выч;Длина кадра;Координаты;Подача;Подача в ;Плоскость;Охлаждение;Шпиндель;Направление вращ. шпинделя;I;J;K;X станка;Y станка;Z станка;Корр.СК X;Корр.СК Y;Корр.СК Z;СК X;СК Y;СК Z;A станка;B станка;C станка;A относительное;B относительное;C относительное;Корр.X;Корр.Y;Корр.Z;Радиус;Программа;Программа (файл);Инструмент;Следующий инструмент;Кадр;КадрNum;Интерполяции тип;Контурная коррекция;Корр. на длину;Коррекция на диаметр;Коррекция на длину;Цикл;Выход из цикла;Высечка;Шаг высечки;X зажим;Y зажим;Z зажим;A зажим;B зажим;C зажим;СКП;
121508.1015;0.;0.;0.;0.;0.;0:00:00;0.;0.;0.;0.;0.;0:00:00;0.;0.;0.;0.;0.;Абсолютные;0.;100 ;XY;Выкл.;0.;Нет;0.;0.;0.;0.;0.;5.;0.;0.;5.;0.;0.;5.;0.;0.;0.;0.;0.;0.;0.;0.;5.;0.;;C:\ncm-prt\demo\demo.NC;1;-1;1;-1;.....;Выкл.;Выкл.;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
121508.1015;0.;0.;0.;0.;0.;0:00:00;0.;0.;0.;0.;0.;0:00:00;0.;0.;0.;0.;0.;Абсолютные;0.;100 ;XY;Выкл.;0.;Нет;0.;0.;0.;0.;0.;5.;0.;0.;5.;0.;0.;5.;0.;0.;0.;0.;0.;0.;0.;0.;5.;0.;;C:\ncm-prt\demo\demo.NC;1;-1;2;1;.....;Выкл.;Выкл.;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
121508.1015;0.;0.;0.;0.;0.;0:00:00;0.;0.;0.;0.;0.;0:00:00;0.;0.;0.;0.;0.;Абсолютные;0.;100 ;XY;Выкл.;0.;Нет;0.;0.;0.;0.;0.;5.;0.;0.;5.;0.;0.;5.;0.;0.;0.;0.;0.;0.;0.;0.;5.;0.;;C:\ncm-prt\demo\demo.NC;1;-1;3;2;.....;Выкл.;Выкл.;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
121508.1015;0.;0.;0.;0.;0.;0:00:00;0.;0.;0.;0.;0.;0:00:00;0.;0.;0.;0.;0.;Абсолютные;0.;100 ;XY;Выкл.;0.;Нет;0.;0.;0.;0.;0.;5.;0.;0.;5.;0.;0.;5.;0.;0.;0.;0.;0.;0.;0.;0.;5.;0.;;C:\ncm-prt\demo\demo.NC;3;-1;4;3;.....;Выкл.;Выкл.;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
121508.1015;0.;0.;0.;0.;0.;0:00:00;0.;0.;0.;0.;0.;0:00:00;0.;0.;0.;0.;0.;Абсолютные;0.;100 ;XY;Выкл.;2000.;По час.;0.;0.;0.;0.;0.;5.;0.;0.;5.;0.;0.;5.;0.;0.;0.;0.;0.;0.;0.;0.;5.;0.;;C:\ncm-prt\demo\demo.NC;3;-1;5;4;.....;Выкл.;Выкл.;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
121508.1015;0.;0.;0.;0.;0.;0:00:00;0.;0.;0.;0.;0.;0:00:00;0.;0.;0.;0.;0.;Абсолютные;0.;100 ;XY;Выкл.;2000.;По час.;0.;0.;0.;0.;0.;5.;0.;0.;5.;0.;0.;5.;0.;0.;0.;0.;0.;0.;0.;0.;5.;0.;;C:\ncm-prt\demo\demo.NC;3;-1;6;5;.....;Выкл.;Выкл.;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
121508.1015;0.;0.;0.;0.;0.;0:00:00;0.;0.;0.;0.;0.;0:00:00;0.;0.;0.;0.;0.;Абсолютные;0.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;0.;0.;5.;0.;0.;5.;0.;0.;5.;0.;0.;0.;0.;0.;0.;0.;0.;5.;0.;;C:\ncm-prt\demo\demo.NC;3;-1;7;6;.....;Выкл.;Выкл.;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
121508.1015;0.;0.;0.;0.;0.;0:00:00;0.;0.;0.;0.;0.;0:00:00;0.;0.;0.;0.;0.;Абсолютные;0.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;0.;0.;5.;0.;0.;5.;0.;0.;5.;0.;0.;0.;0.;0.;0.;0.;0.;5.;0.;;C:\ncm-prt\demo\demo.NC;3;-1;8;7;Хол. ход;Выкл.;Выкл.;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
121508.1015;0.;0.;1.;0.;-4.;0:00:00;4.31741;0.;75.96376;90.;165.96376;0:00:00;0.;0.;0.;0.;4.31741;Абсолютные;0.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;1.;0.;1.;1.;0.;0.8;1.;0.;1.;0.;0.;0.;0.;0.;0.;1.;0.;0.8;0.;;C:\ncm-prt\demo\demo.NC;3;-1;9;8;Хол. ход;Выкл.;-;0.;0.2;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
121260.1502;0.;0.;0.;0.;0.;0:00:03;84.95296;0.;25.27799;64.72201;90.;0:00:03;0.;0.;0.;0.;0.;Абсолютные;200.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;54.021;25.038;1.;54.021;25.038;0.8;54.021;25.038;1.;0.;0.;0.;0.;0.;0.;54.021;25.038;0.8;0.;;C:\ncm-prt\demo\demo.NC;3;-1;10;9;Хол. ход;Выкл.;-;0.;0.2;Сверление;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
121012.1988;0.;0.;0.;0.;0.;0:00:07;175.91403;0.;134.57524;44.57524;90.;0:00:03;0.;0.;0.;0.;0.;Абсолютные;200.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;5.621;74.161;1.;5.621;74.161;0.8;5.621;74.161;1.;0.;0.;0.;0.;0.;0.;5.621;74.161;0.8;0.;;C:\ncm-prt\demo\demo.NC;3;-1;11;10;Хол. ход;Выкл.;-;0.;0.2;Сверление;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
120764.2476;0.;0.;0.;0.;0.;0:00:10;265.66071;0.;0.86268;89.13732;90.;0:00:03;0.;0.;0.;0.;0.;Абсолютные;200.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;73.36;75.181;1.;73.36;75.181;0.8;73.36;75.181;1.;0.;0.;0.;0.;0.;0.;73.36;75.181;0.8;0.;;C:\ncm-prt\demo\demo.NC;3;-1;12;11;Хол. ход;Выкл.;-;0.;0.2;Сверление;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
120516.2964;0.;0.;0.;0.;0.;0:00:14;357.58571;0.;90.;180.;90.;0:00:03;0.;0.;0.;0.;0.;Абсолютные;200.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;73.36;5.256;1.;73.36;5.256;0.8;73.36;5.256;1.;0.;0.;0.;0.;0.;0.;73.36;5.256;0.8;0.;;C:\ncm-prt\demo\demo.NC;3;-1;13;12;Хол. ход;Выкл.;-;0.;0.2;Сверление;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
120268.3451;0.;0.;0.;0.;0.;0:00:18;448.06362;0.;179.02519;90.97481;90.;0:00:03;0.;0.;0.;0.;0.;Абсолютные;200.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;4.892;4.091;1.;4.892;4.091;0.8;4.892;4.091;1.;0.;0.;0.;0.;0.;0.;4.892;4.091;0.8;0.;;C:\ncm-prt\demo\demo.NC;3;-1;14;13;Хол. ход;Выкл.;-;0.;0.2;Сверление;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
120268.3451;0.;0.;0.;0.;4.;0:00:18;452.06362;0.;90.;90.;0.;0:00:00;0.;0.;0.;0.;4.;Абсолютные;200.;100 ;XY;Выкл.;2000.;По час.;0.;0.;0.;4.892;4.091;5.;4.892;4.091;4.8;4.892;4.091;5.;0.;0.;0.;0.;0.;0.;4.892;4.091;4.8;0.;;C:\ncm-prt\demo\demo.NC;3;-1;15;14;Хол. ход;Выкл.;-;0.;0.2;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
120268.3451;0.;0.;0.;0.;0.;0:00:18;452.06362;0.;0.;0.;0.;0:00:00;0.;0.;0.;0.;0.;Относительные;200.;100 ;XY;Выкл.;2000.;По час.;0.;0.;0.;4.892;4.091;5.;4.892;4.091;4.8;4.892;4.091;5.;0.;0.;0.;0.;0.;0.;4.892;4.091;4.8;0.;;C:\ncm-prt\demo\demo.NC;3;-1;16;15;Хол. ход;Выкл.;-;0.;0.2;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
120268.3451;0.;0.;0.;0.;0.;0:00:18;452.06362;0.;0.;0.;0.;0:00:00;0.;0.;0.;0.;0.;Относительные;200.;100 ;XY;Выкл.;2000.;По час.;0.;0.;0.;4.892;4.091;5.;4.892;4.091;4.8;4.892;4.091;5.;0.;0.;0.;0.;0.;0.;4.892;4.091;4.8;0.;;C:\ncm-prt\demo\demo.NC;3;-1;17;16;Хол. ход;Выкл.;-;0.;0.2;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
120268.3451;0.;0.;0.;0.;0.;0:00:18;452.06362;0.;0.;0.;0.;0:00:00;0.;0.;0.;0.;0.;Относительные;200.;100 ;XY;Выкл.;2000.;По час.;0.;0.;0.;4.892;4.091;5.;4.892;4.091;4.8;4.892;4.091;5.;0.;0.;0.;0.;0.;0.;4.892;4.091;4.8;0.;;C:\ncm-prt\demo\demo.NC;1;-1;18;17;Хол. ход;Выкл.;-;0.;0.2;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
120268.3451;0.;0.;0.;0.;0.;0:00:18;452.06362;0.;0.;0.;0.;0:00:00;0.;0.;0.;0.;0.;Относительные;200.;100 ;XY;Выкл.;2000.;По час.;0.;0.;0.;4.892;4.091;5.;4.892;4.091;4.8;4.892;4.091;5.;0.;0.;0.;0.;0.;0.;4.892;4.091;4.8;0.;;C:\ncm-prt\demo\demo.NC;1;-1;19;18;Хол. ход;Выкл.;-;0.;0.2;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
120268.3451;0.;0.;0.;0.;0.;0:00:18;452.06362;0.;0.;0.;0.;0:00:00;0.;0.;0.;0.;0.;Относительные;200.;100 ;XY;Выкл.;2000.;По час.;0.;0.;0.;4.892;4.091;5.;4.892;4.091;4.8;4.892;4.091;5.;0.;0.;0.;0.;0.;0.;4.892;4.091;4.8;0.;;C:\ncm-prt\demo\demo.NC;1;-1;20;19;Хол. ход;Выкл.;-;0.;0.2;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
120268.3451;0.;0.;0.;0.;0.;0:00:18;452.06362;0.;0.;0.;0.;0:00:00;0.;0.;0.;0.;0.;Относительные;200.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;4.892;4.091;5.;4.892;4.091;4.8;4.892;4.091;5.;0.;0.;0.;0.;0.;0.;4.892;4.091;4.8;0.;;C:\ncm-prt\demo\demo.NC;1;-1;21;20;Хол. ход;Выкл.;-;0.;0.2;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
120268.3451;0.;0.;18.706;18.445;0.;0:00:18;478.33399;0.;44.59748;45.40252;90.;0:00:00;0.;0.;0.;0.;26.27037;Абсолютные;200.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;23.598;22.536;5.;23.598;22.536;4.8;23.598;22.536;5.;0.;0.;0.;0.;0.;0.;23.598;22.536;4.8;0.;;C:\ncm-prt\demo\demo.NC;1;-1;22;21;Хол. ход;Выкл.;-;0.;0.2;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
120268.3451;0.;0.;0.;0.;-4.;0:00:18;482.13399;90.;90.;90.;180.;0:00:00;0.;0.;0.;0.;3.8;Абсолютные;200.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;23.598;22.536;1.;23.598;22.536;1.;23.598;22.536;1.;0.;0.;0.;0.;0.;0.;23.598;22.536;1.;0.;;C:\ncm-prt\demo\demo.NC;1;-1;23;22;Хол. ход;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
120084.6126;0.;0.;0.;0.;-4.75;0:00:19;486.88399;0.;90.;90.;180.;0:00:01;0.;0.;0.;0.;4.75;Абсолютные;200.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;23.598;22.536;-3.75;23.598;22.536;-3.75;23.598;22.536;-3.75;0.;0.;0.;0.;0.;0.;23.598;22.536;-3.75;0.;;C:\ncm-prt\demo\demo.NC;1;-1;24;23;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
119987.818;0.;0.;0.;3.271;0.;0:00:21;490.15499;90.;90.;0.;90.;0:00:01;0.;0.;0.;0.;3.271;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;23.598;25.807;-3.75;23.598;25.807;-3.75;23.598;25.807;-3.75;0.;0.;0.;0.;0.;0.;23.598;25.807;-3.75;0.;;C:\ncm-prt\demo\demo.NC;1;-1;25;24;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
119932.1033;0.;0.;3.413;-0.391;0.;0:00:23;493.59777;76.93656;13.06344;103.06344;90.;0:00:02;15.09978;27.011;40.516;-3.75;3.44278;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;3.413;14.709;0.;27.011;25.416;-3.75;27.011;25.416;-3.75;27.011;25.416;-3.75;0.;0.;0.;0.;0.;0.;27.011;25.416;-3.75;0.;;C:\ncm-prt\demo\demo.NC;1;-1;26;25;ПРЧС дуга;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
119783.953;0.;0.;3.999;0.;0.;0:00:26;497.59677;0.;0.;90.;90.;0:00:02;0.;0.;0.;0.;3.999;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;31.01;25.416;-3.75;31.01;25.416;-3.75;31.01;25.416;-3.75;0.;0.;0.;0.;0.;0.;31.01;25.416;-3.75;0.;;C:\ncm-prt\demo\demo.NC;1;-1;27;26;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
119709.3418;0.;0.;0.134;-2.88;0.;0:00:27;500.48177;89.05889;90.94111;179.05889;90.;0:00:01;23.0141;54.021;25.038;-3.75;2.885;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;23.011;-0.378;0.;31.144;22.536;-3.75;31.144;22.536;-3.75;31.144;22.536;-3.75;0.;0.;0.;0.;0.;0.;31.144;22.536;-3.75;0.;;C:\ncm-prt\demo\demo.NC;1;-1;28;27;ПРЧС дуга;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
119684.4753;0.;0.;-7.546;0.;0.;0:00:32;508.02777;83.75851;180.;90.;90.;0:00:04;0.;0.;0.;0.;7.546;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;23.598;22.536;-3.75;23.598;22.536;-3.75;23.598;22.536;-3.75;0.;0.;0.;0.;0.;0.;23.598;22.536;-3.75;0.;;C:\ncm-prt\demo\demo.NC;1;-1;29;28;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
119589.3579;0.;0.;-3.75;0.;0.;0:00:34;511.77777;0.;180.;90.;90.;0:00:02;0.;0.;0.;0.;3.75;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;19.848;22.536;-3.75;19.848;22.536;-3.75;19.848;22.536;-3.75;0.;0.;0.;0.;0.;0.;19.848;22.536;-3.75;0.;;C:\ncm-prt\demo\demo.NC;1;-1;30;29;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
119363.3357;0.;0.;0.;9.176;0.;0:00:40;520.95377;90.;90.;0.;90.;0:00:05;0.;0.;0.;0.;9.176;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;19.848;31.712;-3.75;19.848;31.712;-3.75;19.848;31.712;-3.75;0.;0.;0.;0.;0.;0.;19.848;31.712;-3.75;0.;;C:\ncm-prt\demo\demo.NC;1;-1;31;30;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
119288.2034;0.;0.;7.163;-2.546;0.;0:00:44;528.70558;50.86794;39.13206;129.13206;90.;0:00:04;11.34985;27.011;40.516;-3.75;7.75181;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;7.163;8.804;0.;27.011;29.166;-3.75;27.011;29.166;-3.75;27.011;29.166;-3.75;0.;0.;0.;0.;0.;0.;27.011;29.166;-3.75;0.;;C:\ncm-prt\demo\demo.NC;1;-1;32;31;ПРЧС дуга;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
119092.6262;0.;0.;8.194;0.;0.;0:00:49;536.89958;0.;0.;90.;90.;0:00:04;0.;0.;0.;0.;8.194;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;35.205;29.166;-3.75;35.205;29.166;-3.75;35.205;29.166;-3.75;0.;0.;0.;0.;0.;0.;35.205;29.166;-3.75;0.;;C:\ncm-prt\demo\demo.NC;1;-1;33;32;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
118880.8937;0.;0.;0.595;-10.38;0.;0:00:56;547.42713;77.62668;102.37332;167.62668;90.;0:00:06;19.26447;54.022;25.038;-3.75;10.52755;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;18.817;-4.128;0.;35.8;18.786;-3.75;35.8;18.786;-3.75;35.8;18.786;-3.75;0.;0.;0.;0.;0.;0.;35.8;18.786;-3.75;0.;;C:\ncm-prt\demo\demo.NC;1;-1;34;33;ПРЧС дуга;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
118645.253;0.;0.;-15.952;0.;0.;0:01:05;563.37913;71.06282;180.;90.;90.;0:00:09;0.;0.;0.;0.;15.952;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;19.848;18.786;-3.75;19.848;18.786;-3.75;19.848;18.786;-3.75;0.;0.;0.;0.;0.;0.;19.848;18.786;-3.75;0.;;C:\ncm-prt\demo\demo.NC;1;-1;35;34;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
118641.2076;0.;0.;0.;3.75;0.;0:01:07;567.12913;90.;90.;0.;90.;0:00:02;0.;0.;0.;0.;3.75;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;19.848;22.536;-3.75;19.848;22.536;-3.75;19.848;22.536;-3.75;0.;0.;0.;0.;0.;0.;19.848;22.536;-3.75;0.;;C:\ncm-prt\demo\demo.NC;1;-1;36;35;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
118560.2508;0.;0.;-3.75;0.;0.;0:01:10;570.87913;90.;180.;90.;90.;0:00:02;0.;0.;0.;0.;3.75;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;16.098;22.536;-3.75;16.098;22.536;-3.75;16.098;22.536;-3.75;0.;0.;0.;0.;0.;0.;16.098;22.536;-3.75;0.;;C:\ncm-prt\demo\demo.NC;1;-1;37;36;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
117621.2724;0.;0.;0.;37.115;0.;0:01:32;607.99413;90.;90.;0.;90.;0:00:22;0.;0.;0.;0.;37.115;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;16.098;59.651;-3.75;16.098;59.651;-3.75;16.098;59.651;-3.75;0.;0.;0.;0.;0.;0.;16.098;59.651;-3.75;0.;;C:\ncm-prt\demo\demo.NC;1;-1;38;37;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
117506.7875;0.;0.;2.4;2.4;0.;0:01:34;611.76404;0.;90.;0.;90.;0:00:02;2.4;18.498;59.651;-3.75;3.76991;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;2.4;0.;0.;18.498;62.051;-3.75;18.498;62.051;-3.75;18.498;62.051;-3.75;0.;0.;0.;0.;0.;0.;18.498;62.051;-3.75;0.;;C:\ncm-prt\demo\demo.NC;1;-1;39;38;ПЧС дуга;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
116685.6605;0.;0.;26.579;0.;0.;0:01:50;638.34304;0.;0.;90.;90.;0:00:15;0.;0.;0.;0.;26.579;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;45.077;62.051;-3.75;45.077;62.051;-3.75;45.077;62.051;-3.75;0.;0.;0.;0.;0.;0.;45.077;62.051;-3.75;0.;;C:\ncm-prt\demo\demo.NC;1;-1;40;39;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
116587.19;0.;0.;0.;-3.75;0.;0:01:52;642.09304;90.;90.;180.;90.;0:00:02;0.;0.;0.;0.;3.75;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;45.077;58.301;-3.75;45.077;58.301;-3.75;45.077;58.301;-3.75;0.;0.;0.;0.;0.;0.;45.077;58.301;-3.75;0.;;C:\ncm-prt\demo\demo.NC;1;-1;41;40;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
116434.0455;0.;0.;5.572;0.;0.;0:01:56;647.66504;90.;0.;90.;90.;0:00:03;0.;0.;0.;0.;5.572;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;50.649;58.301;-3.75;50.649;58.301;-3.75;50.649;58.301;-3.75;0.;0.;0.;0.;0.;0.;50.649;58.301;-3.75;0.;;C:\ncm-prt\demo\demo.NC;1;-1;42;41;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
116335.5751;0.;0.;0.;-3.75;0.;0:01:58;651.41504;90.;90.;180.;90.;0:00:02;0.;0.;0.;0.;3.75;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;50.649;54.551;-3.75;50.649;54.551;-3.75;50.649;54.551;-3.75;0.;0.;0.;0.;0.;0.;50.649;54.551;-3.75;0.;;C:\ncm-prt\demo\demo.NC;1;-1;43;42;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
116209.7676;0.;0.;4.661;0.;0.;0:02:01;656.07604;90.;0.;90.;90.;0:00:02;0.;0.;0.;0.;4.661;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;55.31;54.551;-3.75;55.31;54.551;-3.75;55.31;54.551;-3.75;0.;0.;0.;0.;0.;0.;55.31;54.551;-3.75;0.;;C:\ncm-prt\demo\demo.NC;1;-1;44;43;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
116027.406;0.;0.;0.;-6.535;0.;0:02:05;662.61104;90.;90.;180.;90.;0:00:03;0.;0.;0.;0.;6.535;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;55.31;48.016;-3.75;55.31;48.016;-3.75;55.31;48.016;-3.75;0.;0.;0.;0.;0.;0.;55.31;48.016;-3.75;0.;;C:\ncm-prt\demo\demo.NC;1;-1;45;44;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
115916.9193;0.;0.;-4.398;-0.175;0.;0:02:07;667.01925;86.79172;176.79172;86.79172;90.;0:00:02;23.01407;54.022;25.038;-3.75;4.40822;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;-1.288;-22.978;0.;50.912;47.841;-3.75;50.912;47.841;-3.75;50.912;47.841;-3.75;0.;0.;0.;0.;0.;0.;50.912;47.841;-3.75;0.;;C:\ncm-prt\demo\demo.NC;1;-1;46;45;ПРЧС дуга;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
115904.2225;0.;0.;0.;3.904;0.;0:02:10;670.92325;82.2336;90.;0.;90.;0:00:02;0.;0.;0.;0.;3.904;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;50.912;51.745;-3.75;50.912;51.745;-3.75;50.912;51.745;-3.75;0.;0.;0.;0.;0.;0.;50.912;51.745;-3.75;0.;;C:\ncm-prt\demo\demo.NC;1;-1;47;46;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
