Объем;Объем кадра;Объем;X относительное;Y относительное;Z относительное;Время;Длина;Угол;Угол X выч;Угол Y выч;Угол Z выч;Время кадра;Радиус выч;X центра выч;Y центра выч;Z центра выч;Длина кадра;Координаты;Подача;Подача в ;Плоскость;Охлаждение;Шпиндель;Направление вращ. шпинделя;I;J;K;X станка;Y станка;Z станка;Корр.СК X;Корр.СК Y;Корр.СК Z;СК X;СК Y;СК Z;A станка;B станка;C станка;A относительное;B относительное;C относительное;Корр.X;Корр.Y;Корр.Z;Радиус;Программа;Программа (файл);Инструмент;Следующий инструмент;Кадр;КадрNum;Интерполяции тип;Контурная коррекция;Корр. на длину;Коррекция на диаметр;Коррекция на длину;Цикл;Выход из цикла;Высечка;Шаг высечки;X зажим;Y зажим;Z зажим;A зажим;B зажим;C зажим;СКП;
105564.4764;0.;0.;0.595;-10.38;0.;0:09:14;1418.70117;77.62668;102.37332;167.62668;90.;0:00:06;19.26447;54.022;25.038;-7.5;10.52755;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;18.817;-4.128;0.;35.8;18.786;-7.5;35.8;18.786;-7.5;35.8;18.786;-7.5;0.;0.;0.;0.;0.;0.;35.8;18.786;-7.5;0.;;C:\ncm-prt\demo\demo.NC;1;-1;107;106;ПРЧС дуга;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
105328.8986;0.;0.;-15.952;0.;0.;0:09:24;1434.65317;71.06282;180.;90.;90.;0:00:09;0.;0.;0.;0.;15.952;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;19.848;18.786;-7.5;19.848;18.786;-7.5;19.848;18.786;-7.5;0.;0.;0.;0.;0.;0.;19.848;18.786;-7.5;0.;;C:\ncm-prt\demo\demo.NC;1;-1;108;107;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
105324.8542;0.;0.;0.;3.75;0.;0:09:26;1438.40317;90.;90.;0.;90.;0:00:02;0.;0.;0.;0.;3.75;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;19.848;22.536;-7.5;19.848;22.536;-7.5;19.848;22.536;-7.5;0.;0.;0.;0.;0.;0.;19.848;22.536;-7.5;0.;;C:\ncm-prt\demo\demo.NC;1;-1;109;108;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
105243.919;0.;0.;-3.75;0.;0.;0:09:29;1442.15317;90.;180.;90.;90.;0:00:02;0.;0.;0.;0.;3.75;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;16.098;22.536;-7.5;16.098;22.536;-7.5;16.098;22.536;-7.5;0.;0.;0.;0.;0.;0.;16.098;22.536;-7.5;0.;;C:\ncm-prt\demo\demo.NC;1;-1;110;109;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
104305.1909;0.;0.;0.;37.115;0.;0:09:51;1479.26817;90.;90.;0.;90.;0:00:22;0.;0.;0.;0.;37.115;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;16.098;59.651;-7.5;16.098;59.651;-7.5;16.098;59.651;-7.5;0.;0.;0.;0.;0.;0.;16.098;59.651;-7.5;0.;;C:\ncm-prt\demo\demo.NC;1;-1;111;110;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
104190.7366;0.;0.;2.4;2.4;0.;0:09:53;1483.03808;0.;90.;0.;90.;0:00:02;2.4;18.498;59.651;-7.5;3.76991;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;2.4;0.;0.;18.498;62.051;-7.5;18.498;62.051;-7.5;18.498;62.051;-7.5;0.;0.;0.;0.;0.;0.;18.498;62.051;-7.5;0.;;C:\ncm-prt\demo\demo.NC;1;-1;112;111;ПЧС дуга;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
103369.8284;0.;0.;26.579;0.;0.;0:10:09;1509.61708;0.;0.;90.;90.;0:00:15;0.;0.;0.;0.;26.579;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;45.077;62.051;-7.5;45.077;62.051;-7.5;45.077;62.051;-7.5;0.;0.;0.;0.;0.;0.;45.077;62.051;-7.5;0.;;C:\ncm-prt\demo\demo.NC;1;-1;113;112;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
103271.3842;0.;0.;0.;-3.75;0.;0:10:11;1513.36708;90.;90.;180.;90.;0:00:02;0.;0.;0.;0.;3.75;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;45.077;58.301;-7.5;45.077;58.301;-7.5;45.077;58.301;-7.5;0.;0.;0.;0.;0.;0.;45.077;58.301;-7.5;0.;;C:\ncm-prt\demo\demo.NC;1;-1;114;113;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
103118.2806;0.;0.;5.572;0.;0.;0:10:15;1518.93908;90.;0.;90.;90.;0:00:03;0.;0.;0.;0.;5.572;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;50.649;58.301;-7.5;50.649;58.301;-7.5;50.649;58.301;-7.5;0.;0.;0.;0.;0.;0.;50.649;58.301;-7.5;0.;;C:\ncm-prt\demo\demo.NC;1;-1;115;114;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
103019.8364;0.;0.;0.;-3.75;0.;0:10:17;1522.68908;90.;90.;180.;90.;0:00:02;0.;0.;0.;0.;3.75;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;50.649;54.551;-7.5;50.649;54.551;-7.5;50.649;54.551;-7.5;0.;0.;0.;0.;0.;0.;50.649;54.551;-7.5;0.;;C:\ncm-prt\demo\demo.NC;1;-1;116;115;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
102894.0624;0.;0.;4.661;0.;0.;0:10:20;1527.35008;90.;0.;90.;90.;0:00:02;0.;0.;0.;0.;4.661;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;55.31;54.551;-7.5;55.31;54.551;-7.5;55.31;54.551;-7.5;0.;0.;0.;0.;0.;0.;55.31;54.551;-7.5;0.;;C:\ncm-prt\demo\demo.NC;1;-1;117;116;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
102711.7494;0.;0.;0.;-6.535;0.;0:10:24;1533.88508;90.;90.;180.;90.;0:00:03;0.;0.;0.;0.;6.535;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;55.31;48.016;-7.5;55.31;48.016;-7.5;55.31;48.016;-7.5;0.;0.;0.;0.;0.;0.;55.31;48.016;-7.5;0.;;C:\ncm-prt\demo\demo.NC;1;-1;118;117;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
102601.2922;0.;0.;-4.398;-0.175;0.;0:10:26;1538.2933;86.79172;176.79172;86.79172;90.;0:00:02;23.01407;54.022;25.038;-7.5;4.40822;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;-1.288;-22.978;0.;50.912;47.841;-7.5;50.912;47.841;-7.5;50.912;47.841;-7.5;0.;0.;0.;0.;0.;0.;50.912;47.841;-7.5;0.;;C:\ncm-prt\demo\demo.NC;1;-1;119;118;ПРЧС дуга;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
102588.5988;0.;0.;0.;3.904;0.;0:10:29;1542.1973;82.2336;90.;0.;90.;0:00:02;0.;0.;0.;0.;3.904;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;50.912;51.745;-7.5;50.912;51.745;-7.5;50.912;51.745;-7.5;0.;0.;0.;0.;0.;0.;50.912;51.745;-7.5;0.;;C:\ncm-prt\demo\demo.NC;1;-1;120;119;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
102586.5248;0.;0.;-0.263;2.806;0.;0:10:30;1545.0197;0.;90.;0.;90.;0:00:01;15.1;35.812;51.745;-7.5;2.82241;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;-15.1;0.;0.;50.649;54.551;-7.5;50.649;54.551;-7.5;50.649;54.551;-7.5;0.;0.;0.;0.;0.;0.;50.649;54.551;-7.5;0.;;C:\ncm-prt\demo\demo.NC;1;-1;121;120;ПРЧС дуга;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
102586.5248;0.;0.;0.;3.75;0.;0:10:33;1548.7697;10.70939;90.;0.;90.;0:00:02;0.;0.;0.;0.;3.75;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;50.649;58.301;-7.5;50.649;58.301;-7.5;50.649;58.301;-7.5;0.;0.;0.;0.;0.;0.;50.649;58.301;-7.5;0.;;C:\ncm-prt\demo\demo.NC;1;-1;122;121;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
102411.9512;0.;0.;8.411;0.;0.;0:10:38;1557.1807;90.;0.;90.;90.;0:00:05;0.;0.;0.;0.;8.411;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;59.06;58.301;-7.5;59.06;58.301;-7.5;59.06;58.301;-7.5;0.;0.;0.;0.;0.;0.;59.06;58.301;-7.5;0.;;C:\ncm-prt\demo\demo.NC;1;-1;123;122;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
102133.366;0.;0.;0.;-14.67;0.;0:10:46;1571.8507;90.;90.;180.;90.;0:00:08;0.;0.;0.;0.;14.67;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;59.06;43.631;-7.5;59.06;43.631;-7.5;59.06;43.631;-7.5;0.;0.;0.;0.;0.;0.;59.06;43.631;-7.5;0.;;C:\ncm-prt\demo\demo.NC;1;-1;124;123;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
101899.3333;0.;0.;-11.898;-0.592;0.;0:10:54;1583.96191;74.83905;164.83905;74.83905;90.;0:00:07;19.26347;54.022;25.038;-7.5;12.11121;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;-5.038;-18.593;0.;47.162;43.039;-7.5;47.162;43.039;-7.5;47.162;43.039;-7.5;0.;0.;0.;0.;0.;0.;47.162;43.039;-7.5;0.;;C:\ncm-prt\demo\demo.NC;1;-1;125;124;ПРЧС дуга;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
101788.0161;0.;0.;0.;8.706;0.;0:10:59;1592.66791;69.13866;90.;0.;90.;0:00:05;0.;0.;0.;0.;8.706;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;47.162;51.745;-7.5;47.162;51.745;-7.5;47.162;51.745;-7.5;0.;0.;0.;0.;0.;0.;47.162;51.745;-7.5;0.;;C:\ncm-prt\demo\demo.NC;1;-1;126;125;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
101701.829;0.;0.;-3.75;0.;0.;0:11:01;1596.41791;90.;180.;90.;90.;0:00:02;0.;0.;0.;0.;3.75;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;43.412;51.745;-7.5;43.412;51.745;-7.5;43.412;51.745;-7.5;0.;0.;0.;0.;0.;0.;43.412;51.745;-7.5;0.;;C:\ncm-prt\demo\demo.NC;1;-1;127;126;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
101606.5744;0.;0.;-7.6;7.6;0.;0:11:08;1608.35596;90.;90.;0.;90.;0:00:07;7.6;35.812;51.745;-7.5;11.93805;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;-7.6;0.;0.;35.812;59.345;-7.5;35.812;59.345;-7.5;35.812;59.345;-7.5;0.;0.;0.;0.;0.;0.;35.812;59.345;-7.5;0.;;C:\ncm-prt\demo\demo.NC;1;-1;128;127;ПРЧС дуга;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
101517.2663;0.;0.;-8.801;0.;0.;0:11:14;1617.15696;0.;180.;90.;90.;0:00:05;0.;0.;0.;0.;8.801;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;27.011;59.345;-7.5;27.011;59.345;-7.5;27.011;59.345;-7.5;0.;0.;0.;0.;0.;0.;27.011;59.345;-7.5;0.;;C:\ncm-prt\demo\demo.NC;1;-1;129;128;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
101384.7883;0.;0.;-7.6;-7.6;0.;0:11:21;1629.09501;0.;180.;90.;90.;0:00:07;7.6;27.011;51.745;-7.5;11.93805;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;-7.6;0.;19.411;51.745;-7.5;19.411;51.745;-7.5;19.411;51.745;-7.5;0.;0.;0.;0.;0.;0.;19.411;51.745;-7.5;0.;;C:\ncm-prt\demo\demo.NC;1;-1;130;129;ПРЧС дуга;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
101245.282;0.;0.;0.;-11.229;0.;0:11:27;1640.32401;0.;90.;180.;90.;0:00:06;0.;0.;0.;0.;11.229;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;19.411;40.516;-7.5;19.411;40.516;-7.5;19.411;40.516;-7.5;0.;0.;0.;0.;0.;0.;19.411;40.516;-7.5;0.;;C:\ncm-prt\demo\demo.NC;1;-1;131;130;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
101114.7991;0.;0.;7.6;-7.6;0.;0:11:35;1652.26207;0.;90.;180.;90.;0:00:07;7.6;27.011;40.516;-7.5;11.93805;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;7.6;0.;0.;27.011;32.916;-7.5;27.011;32.916;-7.5;27.011;32.916;-7.5;0.;0.;0.;0.;0.;0.;27.011;32.916;-7.5;0.;;C:\ncm-prt\demo\demo.NC;1;-1;132;131;ПРЧС дуга;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
100979.4481;0.;0.;8.801;0.;0.;0:11:40;1661.06307;0.;0.;90.;90.;0:00:05;0.;0.;0.;0.;8.801;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;35.812;32.916;-7.5;35.812;32.916;-7.5;35.812;32.916;-7.5;0.;0.;0.;0.;0.;0.;35.812;32.916;-7.5;0.;;C:\ncm-prt\demo\demo.NC;1;-1;133;132;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
100682.3919;0.;0.;7.6;7.6;0.;0:11:47;1673.00112;0.;0.;90.;90.;0:00:07;7.6;35.812;40.516;-7.5;11.93805;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;7.6;0.;43.412;40.516;-7.5;43.412;40.516;-7.5;43.412;40.516;-7.5;0.;0.;0.;0.;0.;0.;43.412;40.516;-7.5;0.;;C:\ncm-prt\demo\demo.NC;1;-1;134;133;ПРЧС дуга;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
100593.0462;0.;0.;0.;11.229;0.;0:11:54;1684.23012;0.;90.;0.;90.;0:00:06;0.;0.;0.;0.;11.229;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;43.412;51.745;-7.5;43.412;51.745;-7.5;43.412;51.745;-7.5;0.;0.;0.;0.;0.;0.;43.412;51.745;-7.5;0.;;C:\ncm-prt\demo\demo.NC;1;-1;135;134;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
100521.214;0.;0.;-3.75;0.;0.;0:11:56;1687.98012;90.;180.;90.;90.;0:00:02;0.;0.;0.;0.;3.75;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;39.662;51.745;-7.5;39.662;51.745;-7.5;39.662;51.745;-7.5;0.;0.;0.;0.;0.;0.;39.662;51.745;-7.5;0.;;C:\ncm-prt\demo\demo.NC;1;-1;136;135;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
100486.6763;0.;0.;-3.85;3.85;0.;0:12:00;1694.02768;90.;90.;0.;90.;0:00:03;3.85;35.812;51.745;-7.5;6.04757;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;-3.85;0.;0.;35.812;55.595;-7.5;35.812;55.595;-7.5;35.812;55.595;-7.5;0.;0.;0.;0.;0.;0.;35.812;55.595;-7.5;0.;;C:\ncm-prt\demo\demo.NC;1;-1;137;136;ПРЧС дуга;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
100368.9457;0.;0.;-8.801;0.;0.;0:12:05;1702.82868;0.;180.;90.;90.;0:00:05;0.;0.;0.;0.;8.801;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;27.011;55.595;-7.5;27.011;55.595;-7.5;27.011;55.595;-7.5;0.;0.;0.;0.;0.;0.;27.011;55.595;-7.5;0.;;C:\ncm-prt\demo\demo.NC;1;-1;138;137;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
100325.1382;0.;0.;-3.85;-3.85;0.;0:12:09;1708.87625;0.;180.;90.;90.;0:00:03;3.85;27.011;51.745;-7.5;6.04757;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;-3.85;0.;23.161;51.745;-7.5;23.161;51.745;-7.5;23.161;51.745;-7.5;0.;0.;0.;0.;0.;0.;23.161;51.745;-7.5;0.;;C:\ncm-prt\demo\demo.NC;1;-1;139;138;ПРЧС дуга;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
100173.2722;0.;0.;0.;-11.229;0.;0:12:15;1720.10525;0.;90.;180.;90.;0:00:06;0.;0.;0.;0.;11.229;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;23.161;40.516;-7.5;23.161;40.516;-7.5;23.161;40.516;-7.5;0.;0.;0.;0.;0.;0.;23.161;40.516;-7.5;0.;;C:\ncm-prt\demo\demo.NC;1;-1;140;139;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
100129.4648;0.;0.;3.85;-3.85;0.;0:12:19;1726.15282;0.;90.;180.;90.;0:00:03;3.85;27.011;40.516;-7.5;6.04757;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;3.85;0.;0.;27.011;36.666;-7.5;27.011;36.666;-7.5;27.011;36.666;-7.5;0.;0.;0.;0.;0.;0.;27.011;36.666;-7.5;0.;;C:\ncm-prt\demo\demo.NC;1;-1;141;140;ПРЧС дуга;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
100011.7425;0.;0.;8.801;0.;0.;0:12:24;1734.95382;0.;0.;90.;90.;0:00:05;0.;0.;0.;0.;8.801;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;35.812;36.666;-7.5;35.812;36.666;-7.5;35.812;36.666;-7.5;0.;0.;0.;0.;0.;0.;35.812;36.666;-7.5;0.;;C:\ncm-prt\demo\demo.NC;1;-1;142;141;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
99967.93506;0.;0.;3.85;3.85;0.;0:12:28;1741.00138;0.;0.;90.;90.;0:00:03;3.85;35.812;40.516;-7.5;6.04757;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;3.85;0.;39.662;40.516;-7.5;39.662;40.516;-7.5;39.662;40.516;-7.5;0.;0.;0.;0.;0.;0.;39.662;40.516;-7.5;0.;;C:\ncm-prt\demo\demo.NC;1;-1;143;142;ПРЧС дуга;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
99878.6399;0.;0.;0.;11.229;0.;0:12:35;1752.23038;0.;90.;0.;90.;0:00:06;0.;0.;0.;0.;11.229;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;39.662;51.745;-7.5;39.662;51.745;-7.5;39.662;51.745;-7.5;0.;0.;0.;0.;0.;0.;39.662;51.745;-7.5;0.;;C:\ncm-prt\demo\demo.NC;1;-1;144;143;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
99878.6399;0.;0.;7.5;0.;0.;0:12:39;1759.73038;90.;0.;90.;90.;0:00:04;0.;0.;0.;0.;7.5;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;47.162;51.745;-7.5;47.162;51.745;-7.5;47.162;51.745;-7.5;0.;0.;0.;0.;0.;0.;47.162;51.745;-7.5;0.;;C:\ncm-prt\demo\demo.NC;1;-1;145;144;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
99878.6399;0.;0.;-2.085;6.556;0.;0:12:43;1766.71986;90.;90.;0.;90.;0:00:04;11.35;35.812;51.745;-7.5;6.98948;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;-11.35;0.;0.;45.077;58.301;-7.5;45.077;58.301;-7.5;45.077;58.301;-7.5;0.;0.;0.;0.;0.;0.;45.077;58.301;-7.5;0.;;C:\ncm-prt\demo\demo.NC;1;-1;146;145;ПРЧС дуга;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
99878.6399;0.;0.;0.;3.75;0.;0:12:46;1770.46986;35.28358;90.;0.;90.;0:00:02;0.;0.;0.;0.;3.75;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;45.077;62.051;-7.5;45.077;62.051;-7.5;45.077;62.051;-7.5;0.;0.;0.;0.;0.;0.;45.077;62.051;-7.5;0.;;C:\ncm-prt\demo\demo.NC;1;-1;147;146;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
99572.97572;0.;0.;17.733;0.;0.;0:12:56;1788.20286;90.;0.;90.;90.;0:00:10;0.;0.;0.;0.;17.733;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;62.81;62.051;-7.5;62.81;62.051;-7.5;62.81;62.051;-7.5;0.;0.;0.;0.;0.;0.;62.81;62.051;-7.5;0.;;C:\ncm-prt\demo\demo.NC;1;-1;148;147;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
99153.45562;0.;0.;0.;-24.228;0.;0:13:11;1812.43086;90.;90.;180.;90.;0:00:14;0.;0.;0.;0.;24.228;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;62.81;37.823;-7.5;62.81;37.823;-7.5;62.81;37.823;-7.5;0.;0.;0.;0.;0.;0.;62.81;37.823;-7.5;0.;;C:\ncm-prt\demo\demo.NC;1;-1;149;148;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
99028.5144;0.;0.;-2.125;-3.091;0.;0:13:13;1816.18185;34.50774;124.50774;145.49226;90.;0:00:02;0.;0.;0.;0.;3.75099;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;0.;0.;0.;60.685;34.732;-7.5;60.685;34.732;-7.5;60.685;34.732;-7.5;0.;0.;0.;0.;0.;0.;60.685;34.732;-7.5;0.;;C:\ncm-prt\demo\demo.NC;1;-1;150;149;Отрезок;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
97353.49408;0.;0.;5.1;-9.694;0.;0:13:50;1878.70091;89.99828;145.49399;55.49399;90.;0:00:37;11.76361;54.021;25.038;-7.5;62.51906;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;-6.664;-9.694;0.;65.785;25.038;-7.5;65.785;25.038;-7.5;65.785;25.038;-7.5;0.;0.;0.;0.;0.;0.;65.785;25.038;-7.5;0.;;C:\ncm-prt\demo\demo.NC;1;-1;151;150;ПРЧС дуга;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
97177.3023;0.;0.;-5.1;9.694;0.;0:13:57;1890.09476;0.;90.;0.;90.;0:00:06;11.764;54.021;25.038;-7.5;11.39385;Абсолютные;100.;100 ;XY;Вкл. Охл.;2000.;По час.;-11.764;0.;0.;60.685;34.732;-7.5;60.685;34.732;-7.5;60.685;34.732;-7.5;0.;0.;0.;0.;0.;0.;60.685;34.732;-7.5;0.;;C:\ncm-prt\demo\demo.NC;1;-1;152;151;ПРЧС дуга;Выкл.;-;0.;0.;Нет;к исходной;Выкл.;0.;Свободна;Свободна;Свободна;Свободна;Свободна;Свободна;СКП 1;
