Объем;Программа (файл);Программа;КадрNum;Подача;Шпиндель;Инструмент;Интерполяции тип;СКП;X относительное;Y относительное;Z относительное;I;J;K;X станка;Y станка;Z станка;A станка;B станка;C станка;Коррекция на диаметр;Время;Контурная коррекция;СК X;СК Y;СК Z;
332422.1;C:\ncm-prt\ADEM-N33.NC;0001;745;20.;500.;1;ПЧС дуга;СКП 1;0.361;-0.769;0.;-0.639;-0.769;0.;66.217;29.562;15.;0.;0.;0.;0.;10:21:47;Выкл.;66.217;29.562;15.;
332406.2914;C:\ncm-prt\ADEM-N33.NC;0001;750;20.;500.;1;Отрезок;СКП 1;0.;-0.494;0.;0.;0.;0.;66.217;29.068;15.;0.;0.;0.;0.;10:21:49;Выкл.;66.217;29.068;15.;
332100.8664;C:\ncm-prt\ADEM-N33.NC;0001;755;20.;500.;1;ПРЧС дуга;СКП 1;4.139;-7.574;0.;9.;0.;0.;70.356;21.494;15.;0.;0.;0.;0.;10:22:16;Выкл.;70.356;21.494;15.;
331528.6992;C:\ncm-prt\ADEM-N33.NC;0001;760;20.;500.;1;ПЧС дуга;СКП 1;0.;-9.665;0.;-3.102;-4.832;0.;70.356;11.829;15.;0.;0.;0.;0.;10:22:50;Выкл.;70.356;11.829;15.;
331131.3738;C:\ncm-prt\ADEM-N33.NC;0001;765;20.;500.;1;ПРЧС дуга;СКП 1;-4.055;-6.344;0.;4.861;-7.573;0.;66.301;5.485;15.;0.;0.;0.;0.;10:23:14;Выкл.;66.301;5.485;15.;
330964.9782;C:\ncm-prt\ADEM-N33.NC;0001;770;20.;500.;1;Отрезок;СКП 1;-3.962;0.546;0.;0.;0.;0.;62.339;6.031;15.;0.;0.;0.;0.;10:23:26;Выкл.;62.339;6.031;15.;
330729.7834;C:\ncm-prt\ADEM-N33.NC;0001;775;20.;500.;1;ПЧС дуга;СКП 1;-1.89;-3.426;0.;-14.409;5.714;0.;60.449;2.605;15.;0.;0.;0.;0.;10:23:37;Выкл.;60.449;2.605;15.;
330710.0013;C:\ncm-prt\ADEM-N33.NC;0001;780;20.;500.;1;Отрезок;СКП 1;0.2;-1.634;0.;0.;0.;0.;60.649;0.971;15.;0.;0.;0.;0.;10:23:42;Выкл.;60.649;0.971;15.;
330699.7328;C:\ncm-prt\ADEM-N33.NC;0001;785;20.;500.;1;ПЧС дуга;СКП 1; 0.06;-0.971;0.;-7.94;-0.971;0.;60.709;0.;15.;0.;0.;0.;0.;10:23:45;Выкл.;60.709;0.;15.;
330679.2154;C:\ncm-prt\ADEM-N33.NC;0001;790;20.;500.;1;Отрезок;СКП 1;1.508;0.;0.;0.;0.;0.;62.217;0.;15.;0.;0.;0.;0.;10:23:50;Выкл.;62.217;0.;15.;
330671.8019;C:\ncm-prt\ADEM-N33.NC;0001;795;20.;500.;1;Отрезок;СКП 1;0.;4.256;0.;0.;0.;0.;62.217;4.256;15.;0.;0.;0.;0.;10:24:03;Выкл.;62.217;4.256;15.;
330671.6502;C:\ncm-prt\ADEM-N33.NC;0001;800;20.;500.;1;ПЧС дуга;СКП 1;0.121;1.774;0.;13.;0.;0.;62.338;6.03;15.;0.;0.;0.;0.;10:24:08;Выкл.;62.338;6.03;15.;
330671.65;C:\ncm-prt\ADEM-N33.NC;0001;805;20.;500.;1;Отрезок;СКП 1;3.963;-0.545;0.;0.;0.;0.;66.301;5.485;15.;0.;0.;0.;0.;10:24:20;Выкл.;66.301;5.485;15.;
330659.8965;C:\ncm-prt\ADEM-N33.NC;0001;810;20.;500.;1;ПРЧС дуга;СКП 1;-0.085;-1.229;0.;8.915;-1.229;0.;66.216;4.256;15.;0.;0.;0.;0.;10:24:24;Выкл.;66.216;4.256;15.;
330572.9533;C:\ncm-prt\ADEM-N33.NC;0001;815;20.;500.;1;Отрезок;СКП 1; 0.001;-4.256;0.;0.;0.;0.;66.217;0.;15.;0.;0.;0.;0.;10:24:36;Выкл.;66.217;0.;15.;
330467.3111;C:\ncm-prt\ADEM-N33.NC;0001;820;20.;500.;1;Отрезок;СКП 1;-9.509;0.;0.;0.;0.;0.;56.708;0.;15.;0.;0.;0.;0.;10:25:05;Выкл.;56.708;0.;15.;
330461.9292;C:\ncm-prt\ADEM-N33.NC;0001;825;20.;500.;1;ПРЧС дуга;СКП 1;-0.029;0.486;0.;-3.999;0.;0.;56.679;0.486;15.;0.;0.;0.;0.;10:25:06;Выкл.;56.679;0.486;15.;
330255.9741;C:\ncm-prt\ADEM-N33.NC;0001;830;20.;500.;1;Отрезок;СКП 1;-0.409;3.341;0.;0.;0.;0.;56.27;3.827;15.;0.;0.;0.;0.;10:25:16;Выкл.;56.27;3.827;15.;
329465.3186;C:\ncm-prt\ADEM-N33.NC;0001;835;20.;500.;1;ПРЧС дуга;СКП 1;-2.154;17.612;0.;-8.34;7.917;0.;54.116;21.439;15.;0.;0.;0.;0.;10:26:17;Выкл.;54.116;21.439;15.;
326954.9827;C:\ncm-prt\ADEM-N33.NC;0001;840;20.;500.;1;Отрезок;СКП 1;-6.206;50.766;0.;0.;0.;0.;47.91;72.205;15.;0.;0.;0.;0.;10:28:51;Выкл.;47.91;72.205;15.;
326062.8755;C:\ncm-prt\ADEM-N33.NC;0001;845;20.;500.;1;ПРЧС дуга;СКП 1;-2.215;18.114;0.;-8.056;8.208;0.;45.695;90.319;15.;0.;0.;0.;0.;10:29:54;Выкл.;45.695;90.319;15.;
325139.8215;C:\ncm-prt\ADEM-N33.NC;0001;850;20.;500.;1;Отрезок;СКП 1;-2.932;23.981;0.;0.;0.;0.;42.763;114.3;15.;0.;0.;0.;0.;10:31:06;Выкл.;42.763;114.3;15.;
325139.7701;C:\ncm-prt\ADEM-N33.NC;0001;855;20.;500.;1;Отрезок;СКП 1;0.992;0.121;0.;0.;0.;0.;43.755;114.421;15.;0.;0.;0.;0.;10:31:09;Выкл.;43.755;114.421;15.;
325139.7073;C:\ncm-prt\ADEM-N33.NC;0001;860;20.;500.;1;Хол. ход;СКП 1;0.;0.;185.;0.;0.;0.;43.755;114.421;200.;0.;0.;0.;0.;10:31:10;Выкл.;43.755;114.421;200.;
325139.7073;C:\ncm-prt\ADEM-N33.NC;0001;-1;20.;0.;1;Хол. ход;СКП 1;0.;0.;0.;0.;0.;0.;43.755;114.421;200.;0.;0.;0.;0.;10:31:10;Выкл.;43.755;114.421;200.;
325139.7073;C:\ncm-prt\ADEM-N33.NC;0001;880;20.;0.;1;Хол. ход;СКП 1;-104.08;-171.571;0.;0.;0.;0.;-60.325;-57.15;200.;0.;0.;0.;0.;10:31:11;Выкл.;-60.325;-57.15;200.;
325139.7073;C:\ncm-prt\ADEM-N33.NC;0001;875;20.;0.;5;Хол. ход;СКП 1;0.;0.;0.;0.;0.;0.;-60.325;-57.15;200.;0.;0.;0.;0.;10:31:11;Выкл.;-60.325;-57.15;200.;
325139.7073;C:\ncm-prt\ADEM-N33.NC;0001;885;20.;0.;5;Хол. ход;СКП 1;0.;0.;0.;0.;0.;0.;-60.325;-57.15;200.;0.;0.;0.;0.;10:31:11;Выкл.;-60.325;-57.15;200.;
325139.7073;C:\ncm-prt\ADEM-N33.NC;0001;-1;20.;500.;5;Хол. ход;СКП 1;0.;0.;0.;0.;0.;0.;-60.325;-57.15;200.;0.;0.;0.;0.;10:31:11;Выкл.;-60.325;-57.15;200.;
325139.7073;C:\ncm-prt\ADEM-N33.NC;0001;890;20.;500.;5;Хол. ход;СКП 1;0.;0.;-130.;0.;0.;0.;-60.325;-57.15;70.;0.;0.;0.;0.;10:31:12;Выкл.;-60.325;-57.15;70.;
325139.7073;C:\ncm-prt\ADEM-N33.NC;0001;895;20.;500.;5;Хол. ход;СКП 1;185.325;151.505;0.;0.;0.;0.;125.;94.355;70.;0.;0.;0.;0.;10:31:13;Выкл.;125.;94.355;70.;
325086.3104;C:\ncm-prt\ADEM-N33.NC;0001;900;20.;500.;5;Отрезок;СКП 1;0.;0.;-63.;0.;0.;0.;125.;94.355;7.;0.;0.;0.;0.;10:34:22;Выкл.;125.;94.355;7.;
325070.3486;C:\ncm-prt\ADEM-N33.NC;0001;905;20.;500.;5;Отрезок;СКП 1;0.;0.;-2.;0.;0.;0.;125.;94.355;5.;0.;0.;0.;0.;10:34:28;Выкл.;125.;94.355;5.;
325056.8799;C:\ncm-prt\ADEM-N33.NC;0001;910;20.;500.;5;ПРЧС дуга;СКП 1;-1.; 0.046;0.;-1.;-10.954;0.;124.;94.401;5.;0.;0.;0.;0.;10:34:31;Выкл.;124.;94.401;5.;
324630.6077;C:\ncm-prt\ADEM-N33.NC;0001;915;20.;500.;5;ПЧС дуга;СКП 1;-5.981;2.999;0.;0.;7.462;0.;118.019;97.4;5.;0.;0.;0.;0.;10:34:52;Выкл.;118.019;97.4;5.;
324532.6666;C:\ncm-prt\ADEM-N33.NC;0001;920;20.;500.;5;Отрезок;СКП 1;5.981;0.;0.;0.;0.;0.;124.;97.4;5.;0.;0.;0.;0.;10:35:10;Выкл.;124.;97.4;5.;
324532.6665;C:\ncm-prt\ADEM-N33.NC;0001;925;20.;500.;5;ПРЧС дуга;СКП 1;1.; 0.046;0.;0.;11.;0.;125.;97.446;5.;0.;0.;0.;0.;10:35:13;Выкл.;125.;97.446;5.;
324515.0653;C:\ncm-prt\ADEM-N33.NC;0001;930;20.;500.;5;Отрезок;СКП 1;0.;2.01;0.;0.;0.;0.;125.;99.456;5.;0.;0.;0.;0.;10:35:19;Выкл.;125.;99.456;5.;
324512.0207;C:\ncm-prt\ADEM-N33.NC;0001;935;20.;500.;5;ПЧС дуга;СКП 1;-1.;-0.055;0.;-1.;8.945;0.;124.;99.401;5.;0.;0.;0.;0.;10:35:22;Выкл.;124.;99.401;5.;
324201.8386;C:\ncm-prt\ADEM-N33.NC;0001;940;20.;500.;5;Отрезок;СКП 1;-9.137;-0.001;0.;0.;0.;0.;114.863;99.4;5.;0.;0.;0.;0.;10:35:49;Выкл.;114.863;99.4;5.;
323950.2334;C:\ncm-prt\ADEM-N33.NC;0001;945;20.;500.;5;ПРЧС дуга;СКП 1;9.137;-7.;0.;9.137;2.463;0.;124.;92.4;5.;0.;0.;0.;0.;10:36:26;Выкл.;124.;92.4;5.;
323950.2336;C:\ncm-prt\ADEM-N33.NC;0001;950;20.;500.;5;ПЧС дуга;СКП 1;1.;-0.056;0.;0.;-9.;0.;125.;92.344;5.;0.;0.;0.;0.;10:36:29;Выкл.;125.;92.344;5.;
323931.1558;C:\ncm-prt\ADEM-N33.NC;0001;955;20.;500.;5;Отрезок;СКП 1;0.;-2.015;0.;0.;0.;0.;125.;90.329;5.;0.;0.;0.;0.;10:36:36;Выкл.;125.;90.329;5.;
323927.5005;C:\ncm-prt\ADEM-N33.NC;0001;960;20.;500.;5;ПРЧС дуга;СКП 1;-1.; 0.072;0.;-1.;-6.928;0.;124.;90.401;5.;0.;0.;0.;0.;10:36:39;Выкл.;124.;90.401;5.;
323525.2857;C:\ncm-prt\ADEM-N33.NC;0001;965;20.;500.;5;ПЧС дуга;СКП 1;-11.35;9.86;0.;0.;11.463;0.;112.65;100.261;5.;0.;0.;0.;0.;10:37:28;Выкл.;112.65;100.261;5.;
323432.8283;C:\ncm-prt\ADEM-N33.NC;0001;970;20.;500.;5;ПРЧС дуга;СКП 1;-0.229;1.139;0.;-9.902;-1.398;0.;112.421;101.4;5.;0.;0.;0.;0.;10:37:31;Выкл.;112.421;101.4;5.;
323237.993;C:\ncm-prt\ADEM-N33.NC;0001;975;20.;500.;5;Отрезок;СКП 1;11.579;0.;0.;0.;0.;0.;124.;101.4;5.;0.;0.;0.;0.;10:38:06;Выкл.;124.;101.4;5.;
323237.9941;C:\ncm-prt\ADEM-N33.NC;0001;980;20.;500.;5;ПРЧС дуга;СКП 1;1.; 0.072;0.;0.;7.;0.;125.;101.472;5.;0.;0.;0.;0.;10:38:09;Выкл.;125.;101.472;5.;
323219.5245;C:\ncm-prt\ADEM-N33.NC;0001;985;20.;500.;5;Отрезок;СКП 1;0.;2.029;0.;0.;0.;0.;125.;103.501;5.;0.;0.;0.;0.;10:38:15;Выкл.;125.;103.501;5.;
323217.1759;C:\ncm-prt\ADEM-N33.NC;0001;990;20.;500.;5;ПЧС дуга;СКП 1;-1.;-0.1;0.;-1.;4.9;0.;124.;103.401;5.;0.;0.;0.;0.;10:38:18;Выкл.;124.;103.401;5.;
322796.6952;C:\ncm-prt\ADEM-N33.NC;0001;995;20.;500.;5;Отрезок;СКП 1;-14.663;-0.001;0.;0.;0.;0.;109.337;103.4;5.;0.;0.;0.;0.;10:39:02;Выкл.;109.337;103.4;5.;
322750.5308;C:\ncm-prt\ADEM-N33.NC;0001;5;20.;500.;5;ПЧС дуга;СКП 1;1.333;-3.419;0.;-6.589;-4.537;0.;110.67;99.981;5.;0.;0.;0.;0.;10:39:13;Выкл.;110.67;99.981;5.;
322342.1413;C:\ncm-prt\ADEM-N33.NC;0001;10;20.;500.;5;ПРЧС дуга;СКП 1;13.331;-11.581;0.;13.331;1.882;0.;124.001;88.4;5.;0.;0.;0.;0.;10:40:11;Выкл.;124.001;88.4;5.;
322342.141;C:\ncm-prt\ADEM-N33.NC;0001;15;20.;500.;5;ПЧС дуга;СКП 1;0.999;-0.101;0.;0.;-5.;0.;125.;88.299;5.;0.;0.;0.;0.;10:40:14;Выкл.;125.;88.299;5.;
322320.2507;C:\ncm-prt\ADEM-N33.NC;0001;20;20.;500.;5;Отрезок;СКП 1;0.;-2.07;0.;0.;0.;0.;125.;86.229;5.;0.;0.;0.;0.;10:40:20;Выкл.;125.;86.229;5.;
322317.8737;C:\ncm-prt\ADEM-N33.NC;0001;25;20.;500.;5;ПРЧС дуга;СКП 1;-1.;0.172;0.;-1.;-2.828;0.;124.;86.401;5.;0.;0.;0.;0.;10:40:23;Выкл.;124.;86.401;5.;
321827.4293;C:\ncm-prt\ADEM-N33.NC;0001;30;20.;500.;5;ПЧС дуга;СКП 1;-15.311;13.301;0.;0.;15.463;0.;108.689;99.702;5.;0.;0.;0.;0.;10:41:30;Выкл.;108.689;99.702;5.;
321486.8061;C:\ncm-prt\ADEM-N33.NC;0001;35;20.;500.;5;ПРЧС дуга;СКП 1;-5.941;5.161;0.;-5.941;-0.839;0.;102.748;104.863;5.;0.;0.;0.;0.;10:41:55;Выкл.;102.748;104.863;5.;
320051.4496;C:\ncm-prt\ADEM-N33.NC;0001;40;20.;500.;5;Отрезок;СКП 1;-25.578;0.;0.;0.;0.;0.;77.17;104.863;5.;0.;0.;0.;0.;10:43:12;Выкл.;77.17;104.863;5.;
319780.6292;C:\ncm-prt\ADEM-N33.NC;0001;45;20.;500.;5;ПРЧС дуга;СКП 1;-4.35;-1.868;0.;0.;-6.;0.;72.82;102.995;5.;0.;0.;0.;0.;10:43:27;Выкл.;72.82;102.995;5.;
318492.7124;C:\ncm-prt\ADEM-N33.NC;0001;50;20.;500.;5;Отрезок;СКП 1;-15.336;-16.142;0.;0.;0.;0.;57.484;86.853;5.;0.;0.;0.;0.;10:44:33;Выкл.;57.484;86.853;5.;
318343.3852;C:\ncm-prt\ADEM-N33.NC;0001;55;20.;500.;5;Отрезок;СКП 1;-2.178;2.07;0.;0.;0.;0.;55.306;88.923;5.;0.;0.;0.;0.;10:44:42;Выкл.;55.306;88.923;5.;
317664.756;C:\ncm-prt\ADEM-N33.NC;0001;60;20.;500.;5;Отрезок;СКП 1;15.653;16.477;0.;0.;0.;0.;70.959;105.4;5.;0.;0.;0.;0.;10:45:51;Выкл.;70.959;105.4;5.;
317091.0577;C:\ncm-prt\ADEM-N33.NC;0001;65;20.;500.;5;Отрезок;СКП 1;53.041;0.;0.;0.;0.;0.;124.;105.4;5.;0.;0.;0.;0.;10:48:30;Выкл.;124.;105.4;5.;
317091.0576;C:\ncm-prt\ADEM-N33.NC;0001;70;20.;500.;5;ПРЧС дуга;СКП 1;1.;0.172;0.;0.;3.001;0.;125.;105.572;5.;0.;0.;0.;0.;10:48:33;Выкл.;125.;105.572;5.;
317091.0576;C:\ncm-prt\ADEM-N33.NC;0001;75;20.;500.;5;Отрезок;СКП 1;0.333;-0.943;0.;0.;0.;0.;125.333;104.629;5.;0.;0.;0.;0.;10:48:36;Выкл.;125.333;104.629;5.;
317091.0576;C:\ncm-prt\ADEM-N33.NC;0001;80;20.;500.;5;Хол. ход;СКП 1;0.;0.;195.;0.;0.;0.;125.333;104.629;200.;0.;0.;0.;0.;10:48:37;Выкл.;125.333;104.629;200.;
317091.0576;C:\ncm-prt\ADEM-N33.NC;0001;-1;20.;0.;5;Хол. ход;СКП 1;0.;0.;0.;0.;0.;0.;125.333;104.629;200.;0.;0.;0.;0.;10:48:37;Выкл.;125.333;104.629;200.;
317091.0576;C:\ncm-prt\ADEM-N33.NC;0001;100;20.;0.;5;Хол. ход;СКП 1;-185.658;-161.779;0.;0.;0.;0.;-60.325;-57.15;200.;0.;0.;0.;0.;10:48:38;Выкл.;-60.325;-57.15;200.;
317091.0576;C:\ncm-prt\ADEM-N33.NC;0001;95;20.;0.;7;Хол. ход;СКП 1;0.;0.;0.;0.;0.;0.;-60.325;-57.15;200.;0.;0.;0.;0.;10:48:38;Выкл.;-60.325;-57.15;200.;
317091.0576;C:\ncm-prt\ADEM-N33.NC;0001;105;20.;0.;7;Хол. ход;СКП 1;0.;0.;0.;0.;0.;0.;-60.325;-57.15;200.;0.;0.;0.;0.;10:48:38;Выкл.;-60.325;-57.15;200.;
317091.0576;C:\ncm-prt\ADEM-N33.NC;0001;-1;20.;500.;7;Хол. ход;СКП 1;0.;0.;0.;0.;0.;0.;-60.325;-57.15;200.;0.;0.;0.;0.;10:48:38;Выкл.;-60.325;-57.15;200.;
317091.0576;C:\ncm-prt\ADEM-N33.NC;0001;110;20.;500.;7;Хол. ход;СКП 1;0.;0.;-130.;0.;0.;0.;-60.325;-57.15;70.;0.;0.;0.;0.;10:48:39;Выкл.;-60.325;-57.15;70.;
317091.0576;C:\ncm-prt\ADEM-N33.NC;0001;115;20.;500.;7;Хол. ход;СКП 1;145.335;115.616;0.;0.;0.;0.;85.01;58.466;70.;0.;0.;0.;0.;10:48:40;Выкл.;85.01;58.466;70.;
316616.1525;C:\ncm-prt\ADEM-N33.NC;0001;120;20.;500.;7;Отрезок;СКП 1;0.;0.;-53.;0.;0.;0.;85.01;58.466;17.;0.;0.;0.;0.;10:51:19;Выкл.;85.01;58.466;17.;
316463.0823;C:\ncm-prt\ADEM-N33.NC;0001;125;20.;500.;7;Отрезок;СКП 1;0.;0.;-2.;0.;0.;0.;85.01;58.466;15.;0.;0.;0.;0.;10:51:25;Выкл.;85.01;58.466;15.;
315172.6123;C:\ncm-prt\ADEM-N33.NC;0001;130;20.;500.;7;ПЧС дуга;СКП 1;0.;0.;0.;3.125;-1.316;0.;85.01;58.466;15.;0.;0.;0.;0.;10:52:29;Выкл.;85.01;58.466;15.;
314794.1474;C:\ncm-prt\ADEM-N33.NC;0001;135;20.;500.;7;Отрезок;СКП 1;-4.609;1.94;0.;0.;0.;0.;80.401;60.406;15.;0.;0.;0.;0.;10:52:44;Выкл.;80.401;60.406;15.;
312004.2457;C:\ncm-prt\ADEM-N33.NC;0001;140;20.;500.;7;ПЧС дуга;СКП 1;0.;0.;0.;7.734;-3.256;0.;80.401;60.406;15.;0.;0.;0.;0.;10:55:22;Выкл.;80.401;60.406;15.;
311642.4182;C:\ncm-prt\ADEM-N33.NC;0001;145;20.;500.;7;Отрезок;СКП 1;-4.608;1.941;0.;0.;0.;0.;75.793;62.347;15.;0.;0.;0.;0.;10:55:37;Выкл.;75.793;62.347;15.;
307312.2973;C:\ncm-prt\ADEM-N33.NC;0001;150;20.;500.;7;ПЧС дуга;СКП 1;0.;0.;0.;12.341;-5.197;0.;75.793;62.347;15.;0.;0.;0.;0.;10:59:49;Выкл.;75.793;62.347;15.;
307312.2973;C:\ncm-prt\ADEM-N33.NC;0001;155;20.;500.;7;Отрезок;СКП 1;0.922;-0.389;0.;0.;0.;0.;76.715;61.958;15.;0.;0.;0.;0.;10:59:52;Выкл.;76.715;61.958;15.;
307312.2973;C:\ncm-prt\ADEM-N33.NC;0001;160;20.;500.;7;Хол. ход;СКП 1;0.;0.;12.;0.;0.;0.;76.715;61.958;27.;0.;0.;0.;0.;10:59:52;Выкл.;76.715;61.958;27.;
307312.2973;C:\ncm-prt\ADEM-N33.NC;0001;165;20.;500.;7;Хол. ход;СКП 1;15.42;-4.808;0.;0.;0.;0.;92.135;57.15;27.;0.;0.;0.;0.;10:59:52;Выкл.;92.135;57.15;27.;
306279.0207;C:\ncm-prt\ADEM-N33.NC;0001;170;20.;500.;7;Отрезок;СКП 1;0.;0.;-27.;0.;0.;0.;92.135;57.15;0.;0.;0.;0.;0.;11:01:13;Выкл.;92.135;57.15;0.;
306175.2319;C:\ncm-prt\ADEM-N33.NC;0001;175;20.;500.;7;Отрезок;СКП 1;0.;0.;-2.;0.;0.;0.;92.135;57.15;-2.;0.;0.;0.;0.;11:01:19;Выкл.;92.135;57.15;-2.;
306047.5851;C:\ncm-prt\ADEM-N33.NC;0001;180;20.;500.;7;Отрезок;СКП 1;1.;0.;0.;0.;0.;0.;93.135;57.15;-2.;0.;0.;0.;0.;11:01:22;Выкл.;93.135;57.15;-2.;
302653.2098;C:\ncm-prt\ADEM-N33.NC;0001;185;20.;500.;7;ПЧС дуга;СКП 1;0.;0.;0.;-5.001;0.;0.;93.135;57.15;-2.;0.;0.;0.;0.;11:02:57;Выкл.;93.135;57.15;-2.;
302653.2098;C:\ncm-prt\ADEM-N33.NC;0001;190;20.;500.;7;Отрезок;СКП 1;-1.;0.;0.;0.;0.;0.;92.135;57.15;-2.;0.;0.;0.;0.;11:03:00;Выкл.;92.135;57.15;-2.;
302653.2098;C:\ncm-prt\ADEM-N33.NC;0001;195;20.;500.;7;Хол. ход;СКП 1;0.;0.;202.;0.;0.;0.;92.135;57.15;200.;0.;0.;0.;0.;11:03:01;Выкл.;92.135;57.15;200.;
302653.2098;C:\ncm-prt\ADEM-N33.NC;0001;-1;20.;0.;7;Хол. ход;СКП 1;0.;0.;0.;0.;0.;0.;92.135;57.15;200.;0.;0.;0.;0.;11:03:01;Выкл.;92.135;57.15;200.;
302653.2098;C:\ncm-prt\ADEM-N33.NC;0001;215;20.;0.;7;Хол. ход;СКП 1;-152.46;-114.3;0.;0.;0.;0.;-60.325;-57.15;200.;0.;0.;0.;0.;11:03:01;Выкл.;-60.325;-57.15;200.;
302653.2098;C:\ncm-prt\ADEM-N33.NC;0001;210;20.;0.;1;Хол. ход;СКП 1;0.;0.;0.;0.;0.;0.;-60.325;-57.15;200.;0.;0.;0.;0.;11:03:01;Выкл.;-60.325;-57.15;200.;
302653.2098;C:\ncm-prt\ADEM-N33.NC;0001;220;20.;0.;1;Хол. ход;СКП 1;0.;0.;0.;0.;0.;0.;-60.325;-57.15;200.;0.;0.;0.;0.;11:03:01;Выкл.;-60.325;-57.15;200.;
302653.2098;C:\ncm-prt\ADEM-N33.NC;0001;-1;20.;500.;1;Хол. ход;СКП 1;0.;0.;0.;0.;0.;0.;-60.325;-57.15;200.;0.;0.;0.;0.;11:03:01;Выкл.;-60.325;-57.15;200.;
302653.2098;C:\ncm-prt\ADEM-N33.NC;0001;225;20.;500.;1;Хол. ход;СКП 1;0.;0.;-130.;0.;0.;0.;-60.325;-57.15;70.;0.;0.;0.;0.;11:03:02;Выкл.;-60.325;-57.15;70.;
302653.2098;C:\ncm-prt\ADEM-N33.NC;0001;230;20.;500.;1;Хол. ход;СКП 1;122.446;106.123;0.;0.;0.;0.;62.121;48.973;70.;0.;0.;0.;0.;11:03:03;Выкл.;62.121;48.973;70.;
301822.0763;C:\ncm-prt\ADEM-N33.NC;0001;235;20.;500.;1;Отрезок;СКП 1;0.;0.;-63.;0.;0.;0.;62.121;48.973;7.;0.;0.;0.;0.;11:06:12;Выкл.;62.121;48.973;7.;
301724.1118;C:\ncm-prt\ADEM-N33.NC;0001;240;20.;500.;1;Отрезок;СКП 1;0.;0.;-2.;0.;0.;0.;62.121;48.973;5.;0.;0.;0.;0.;11:06:18;Выкл.;62.121;48.973;5.;
298603.9071;C:\ncm-prt\ADEM-N33.NC;0001;245;20.;500.;1;Отрезок;СКП 1;-23.632;0.;0.;0.;0.;0.;38.489;48.973;5.;0.;0.;0.;0.;11:07:29;Выкл.;38.489;48.973;5.;
298066.1435;C:\ncm-prt\ADEM-N33.NC;0001;250;20.;500.;1;Отрезок;СКП 1;0.;3.315;0.;0.;0.;0.;38.489;52.288;5.;0.;0.;0.;0.;11:07:39;Выкл.;38.489;52.288;5.;
296728.3833;C:\ncm-prt\ADEM-N33.NC;0001;255;20.;500.;1;Отрезок;СКП 1;23.633;0.;0.;0.;0.;0.;62.122;52.288;5.;0.;0.;0.;0.;11:08:50;Выкл.;62.122;52.288;5.;
296231.4233;C:\ncm-prt\ADEM-N33.NC;0001;260;20.;500.;1;Отрезок;СКП 1;-0.001;-7.316;0.;0.;0.;0.;62.121;44.972;5.;0.;0.;0.;0.;11:09:12;Выкл.;62.121;44.972;5.;
294380.1821;C:\ncm-prt\ADEM-N33.NC;0001;265;20.;500.;1;Отрезок;СКП 1;-25.632; 0.001;0.;0.;0.;0.;36.489;44.973;5.;0.;0.;0.;0.;11:10:29;Выкл.;36.489;44.973;5.;
293854.5669;C:\ncm-prt\ADEM-N33.NC;0001;270;20.;500.;1;ПЧС дуга;СКП 1;-2.;2.;0.;0.;2.;0.;34.489;46.973;5.;0.;0.;0.;0.;11:10:38;Выкл.;34.489;46.973;5.;
293029.7364;C:\ncm-prt\ADEM-N33.NC;0001;275;20.;500.;1;Отрезок;СКП 1;0.;7.315;0.;0.;0.;0.;34.489;54.288;5.;0.;0.;0.;0.;11:11:00;Выкл.;34.489;54.288;5.;
292504.1062;C:\ncm-prt\ADEM-N33.NC;0001;280;20.;500.;1;ПЧС дуга;СКП 1;2.;2.;0.;2.;0.;0.;36.489;56.288;5.;0.;0.;0.;0.;11:11:09;Выкл.;36.489;56.288;5.;
290113.8293;C:\ncm-prt\ADEM-N33.NC;0001;285;20.;500.;1;Отрезок;СКП 1;29.632;0.;0.;0.;0.;0.;66.121;56.288;5.;0.;0.;0.;0.;11:12:38;Выкл.;66.121;56.288;5.;
289148.6114;C:\ncm-prt\ADEM-N33.NC;0001;290;20.;500.;1;Отрезок;СКП 1;0.;-11.316;0.;0.;0.;0.;66.121;44.972;5.;0.;0.;0.;0.;11:13:12;Выкл.;66.121;44.972;5.;
289122.7106;C:\ncm-prt\ADEM-N33.NC;0001;295;20.;500.;1;Отрезок;СКП 1;-3.999; 0.001;0.;0.;0.;0.;62.122;44.973;5.;0.;0.;0.;0.;11:13:24;Выкл.;62.122;44.973;5.;
288804.3008;C:\ncm-prt\ADEM-N33.NC;0001;300;20.;500.;1;Отрезок;СКП 1;-0.001;-4.;0.;0.;0.;0.;62.121;40.973;5.;0.;0.;0.;0.;11:13:36;Выкл.;62.121;40.973;5.;
287017.7071;C:\ncm-prt\ADEM-N33.NC;0001;305;20.;500.;1;Отрезок;СКП 1;-25.632;0.;0.;0.;0.;0.;36.489;40.973;5.;0.;0.;0.;0.;11:14:53;Выкл.;36.489;40.973;5.;
285864.7451;C:\ncm-prt\ADEM-N33.NC;0001;310;20.;500.;1;ПЧС дуга;СКП 1;-6.;6.;0.;0.;6.;0.;30.489;46.973;5.;0.;0.;0.;0.;11:15:21;Выкл.;30.489;46.973;5.;
285133.0144;C:\ncm-prt\ADEM-N33.NC;0001;315;20.;500.;1;Отрезок;СКП 1;0.;7.315;0.;0.;0.;0.;30.489;54.288;5.;0.;0.;0.;0.;11:15:43;Выкл.;30.489;54.288;5.;
