Объем;Программа (файл);Программа;КадрNum;Подача;Шпиндель;Инструмент;Интерполяции тип;СКП;X относительное;Y относительное;Z относительное;I;J;K;X станка;Y станка;Z станка;A станка;B станка;C станка;Коррекция на диаметр;Время;Контурная коррекция;СК X;СК Y;СК Z;
850420.541;C:\ncm-prt\ADEM-N33.NC;;-1;0.;0.;0;.....;СКП 1;0.;0.;0.;0.;0.;0.;0.;0.;300.;0.;0.;0.;0.;0:00:00;Выкл.;0.;0.;300.;
850420.541;C:\ncm-prt\ADEM-N33.NC;0001;-1;0.;0.;0;.....;СКП 1;0.;0.;0.;0.;0.;0.;0.;0.;300.;0.;0.;0.;0.;0:00:00;Выкл.;0.;0.;300.;
850420.541;C:\ncm-prt\ADEM-N33.NC;0001;5;0.;0.;2;.....;СКП 1;0.;0.;0.;0.;0.;0.;0.;0.;300.;0.;0.;0.;0.;0:00:00;Выкл.;0.;0.;300.;
850420.541;C:\ncm-prt\ADEM-N33.NC;0001;15;0.;0.;2;Хол. ход;СКП 1;116.841;0.;0.;0.;0.;0.;116.841;0.;300.;0.;0.;0.;0.;0:00:00;Выкл.;116.841;0.;300.;
850420.541;C:\ncm-prt\ADEM-N33.NC;0001;-1;0.;500.;2;Хол. ход;СКП 1;0.;0.;0.;0.;0.;0.;116.841;0.;300.;0.;0.;0.;0.;0:00:00;Выкл.;116.841;0.;300.;
850420.541;C:\ncm-prt\ADEM-N33.NC;0001;20;0.;500.;2;Хол. ход;СКП 1;0.;0.;-100.;0.;0.;0.;116.841;0.;200.;0.;0.;0.;0.;0:00:01;Выкл.;116.841;0.;200.;
850420.541;C:\ncm-prt\ADEM-N33.NC;0001;25;0.;500.;2;Отрезок;СКП 1;0.;0.;-130.;0.;0.;0.;116.841;0.;70.;0.;0.;0.;0.;0:00:01;Выкл.;116.841;0.;70.;
848620.9272;C:\ncm-prt\ADEM-N33.NC;0001;30;50.;500.;2;Отрезок;СКП 1;0.;0.;-23.;0.;0.;0.;116.841;0.;47.;0.;0.;0.;0.;0:00:28;Выкл.;116.841;0.;47.;
848336.7281;C:\ncm-prt\ADEM-N33.NC;0001;35;20.;500.;2;Отрезок;СКП 1;0.;0.;-2.;0.;0.;0.;116.841;0.;45.;0.;0.;0.;0.;0:00:34;Выкл.;116.841;0.;45.;
821238.3507;C:\ncm-prt\ADEM-N33.NC;0001;40;20.;500.;2;Отрезок;СКП 1;-0.001;114.3;0.;0.;0.;0.;116.84;114.3;45.;0.;0.;0.;0.;0:06:17;Выкл.;116.84;114.3;45.;
820187.2386;C:\ncm-prt\ADEM-N33.NC;0001;45;20.;500.;2;Отрезок;СКП 1;-9.999;0.;0.;0.;0.;0.;106.841;114.3;45.;0.;0.;0.;0.;0:06:47;Выкл.;106.841;114.3;45.;
804092.8392;C:\ncm-prt\ADEM-N33.NC;0001;50;20.;500.;2;Отрезок;СКП 1;0.;-114.3;0.;0.;0.;0.;106.841;0.;45.;0.;0.;0.;0.;0:12:30;Выкл.;106.841;0.;45.;
803041.5108;C:\ncm-prt\ADEM-N33.NC;0001;55;20.;500.;2;Отрезок;СКП 1;-10.001;0.;0.;0.;0.;0.;96.84;0.;45.;0.;0.;0.;0.;0:13:00;Выкл.;96.84;0.;45.;
786945.6155;C:\ncm-prt\ADEM-N33.NC;0001;60;20.;500.;2;Отрезок;СКП 1; 0.001;114.3;0.;0.;0.;0.;96.841;114.3;45.;0.;0.;0.;0.;0:18:43;Выкл.;96.841;114.3;45.;
785894.2179;C:\ncm-prt\ADEM-N33.NC;0001;65;20.;500.;2;Отрезок;СКП 1;-10.001;0.;0.;0.;0.;0.;86.84;114.3;45.;0.;0.;0.;0.;0:19:13;Выкл.;86.84;114.3;45.;
769799.2469;C:\ncm-prt\ADEM-N33.NC;0001;70;20.;500.;2;Отрезок;СКП 1; 0.001;-114.3;0.;0.;0.;0.;86.841;0.;45.;0.;0.;0.;0.;0:24:56;Выкл.;86.841;0.;45.;
768748.0767;C:\ncm-prt\ADEM-N33.NC;0001;75;20.;500.;2;Отрезок;СКП 1;-10.;0.;0.;0.;0.;0.;76.841;0.;45.;0.;0.;0.;0.;0:25:26;Выкл.;76.841;0.;45.;
752652.8804;C:\ncm-prt\ADEM-N33.NC;0001;80;20.;500.;2;Отрезок;СКП 1;-0.001;114.3;0.;0.;0.;0.;76.84;114.3;45.;0.;0.;0.;0.;0:31:09;Выкл.;76.84;114.3;45.;
751601.7678;C:\ncm-prt\ADEM-N33.NC;0001;85;20.;500.;2;Отрезок;СКП 1;-9.999;0.;0.;0.;0.;0.;66.841;114.3;45.;0.;0.;0.;0.;0:31:39;Выкл.;66.841;114.3;45.;
735507.3692;C:\ncm-prt\ADEM-N33.NC;0001;90;20.;500.;2;Отрезок;СКП 1;0.;-114.3;0.;0.;0.;0.;66.841;0.;45.;0.;0.;0.;0.;0:37:22;Выкл.;66.841;0.;45.;
734456.0409;C:\ncm-prt\ADEM-N33.NC;0001;95;20.;500.;2;Отрезок;СКП 1;-10.001;0.;0.;0.;0.;0.;56.84;0.;45.;0.;0.;0.;0.;0:37:52;Выкл.;56.84;0.;45.;
718360.145;C:\ncm-prt\ADEM-N33.NC;0001;100;20.;500.;2;Отрезок;СКП 1; 0.001;114.3;0.;0.;0.;0.;56.841;114.3;45.;0.;0.;0.;0.;0:43:34;Выкл.;56.841;114.3;45.;
717308.8995;C:\ncm-prt\ADEM-N33.NC;0001;105;20.;500.;2;Отрезок;СКП 1;-10.;0.;0.;0.;0.;0.;46.841;114.3;45.;0.;0.;0.;0.;0:44:04;Выкл.;46.841;114.3;45.;
701213.777;C:\ncm-prt\ADEM-N33.NC;0001;110;20.;500.;2;Отрезок;СКП 1;-0.001;-114.3;0.;0.;0.;0.;46.84;0.;45.;0.;0.;0.;0.;0:49:47;Выкл.;46.84;0.;45.;
700162.7419;C:\ncm-prt\ADEM-N33.NC;0001;115;20.;500.;2;Отрезок;СКП 1;-9.999;0.;0.;0.;0.;0.;36.841;0.;45.;0.;0.;0.;0.;0:50:17;Выкл.;36.841;0.;45.;
684067.4092;C:\ncm-prt\ADEM-N33.NC;0001;120;20.;500.;2;Отрезок;СКП 1;-0.001;114.3;0.;0.;0.;0.;36.84;114.3;45.;0.;0.;0.;0.;0:56:00;Выкл.;36.84;114.3;45.;
684067.4092;C:\ncm-prt\ADEM-N33.NC;0001;125;20.;500.;2;Отрезок;СКП 1;1.001;0.;0.;0.;0.;0.;37.841;114.3;45.;0.;0.;0.;0.;0:56:03;Выкл.;37.841;114.3;45.;
684067.4092;C:\ncm-prt\ADEM-N33.NC;0001;130;20.;500.;2;Хол. ход;СКП 1;0.;0.;17.;0.;0.;0.;37.841;114.3;62.;0.;0.;0.;0.;0:56:03;Выкл.;37.841;114.3;62.;
684067.4092;C:\ncm-prt\ADEM-N33.NC;0001;135;20.;500.;2;Хол. ход;СКП 1;83.227;0.;0.;0.;0.;0.;121.068;114.3;62.;0.;0.;0.;0.;0:56:04;Выкл.;121.068;114.3;62.;
682188.8712;C:\ncm-prt\ADEM-N33.NC;0001;140;20.;500.;2;Отрезок;СКП 1;0.;0.;-35.;0.;0.;0.;121.068;114.3;27.;0.;0.;0.;0.;0:57:49;Выкл.;121.068;114.3;27.;
681976.061;C:\ncm-prt\ADEM-N33.NC;0001;145;20.;500.;2;Отрезок;СКП 1;0.;0.;-2.;0.;0.;0.;121.068;114.3;25.;0.;0.;0.;0.;0:57:55;Выкл.;121.068;114.3;25.;
681000.8772;C:\ncm-prt\ADEM-N33.NC;0001;150;20.;500.;2;ПЧС дуга;СКП 1;2.932;-8.13;0.;-81.214;-33.888;0.;124.;106.17;25.;0.;0.;0.;0.;0:58:21;Выкл.;124.;106.17;25.;
665333.3022;C:\ncm-prt\ADEM-N33.NC;0001;155;20.;500.;2;Отрезок;СКП 1;0.;-77.18;0.;0.;0.;0.;124.;28.99;25.;0.;0.;0.;0.;1:02:12;Выкл.;124.;28.99;25.;
663895.2304;C:\ncm-prt\ADEM-N33.NC;0001;160;20.;500.;2;ПРЧС дуга;СКП 1;-5.856;16.727;0.;-76.069;-17.245;0.;118.144;45.717;25.;0.;0.;0.;0.;1:03:06;Выкл.;118.144;45.717;25.;
660979.825;C:\ncm-prt\ADEM-N33.NC;0001;165;20.;500.;2;Отрезок;СКП 1;-2.164;17.698;0.;0.;0.;0.;115.98;63.415;25.;0.;0.;0.;0.;1:03:59;Выкл.;115.98;63.415;25.;
653700.1667;C:\ncm-prt\ADEM-N33.NC;0001;170;20.;500.;2;ПРЧС дуга;СКП 1;-5.872;50.885;0.;-76.126;16.997;0.;110.108;114.3;25.;0.;0.;0.;0.;1:06:36;Выкл.;110.108;114.3;25.;
651839.8695;C:\ncm-prt\ADEM-N33.NC;0001;175;20.;500.;2;Отрезок;СКП 1;-10.425;0.;0.;0.;0.;0.;99.683;114.3;25.;0.;0.;0.;0.;1:07:07;Выкл.;99.683;114.3;25.;
651629.8447;C:\ncm-prt\ADEM-N33.NC;0001;180;20.;500.;2;Отрезок;СКП 1;0.249;-2.035;0.;0.;0.;0.;99.932;112.265;25.;0.;0.;0.;0.;1:07:13;Выкл.;99.932;112.265;25.;
641997.227;C:\ncm-prt\ADEM-N33.NC;0001;185;20.;500.;2;ПЧС дуга;СКП 1;5.905;-48.292;0.;-60.078;-31.852;0.;105.837;63.973;25.;0.;0.;0.;0.;1:09:42;Выкл.;105.837;63.973;25.;
637423.5869;C:\ncm-prt\ADEM-N33.NC;0001;190;20.;500.;2;Отрезок;СКП 1;2.589;-21.176;0.;0.;0.;0.;108.426;42.797;25.;0.;0.;0.;0.;1:10:46;Выкл.;108.426;42.797;25.;
626732.0492;C:\ncm-prt\ADEM-N33.NC;0001;195;20.;500.;2;ПЧС дуга;СКП 1;6.483;-42.797;0.;-60.495;-31.053;0.;114.909;0.;25.;0.;0.;0.;0.;1:12:58;Выкл.;114.909;0.;25.;
625128.1277;C:\ncm-prt\ADEM-N33.NC;0001;200;20.;500.;2;Отрезок;СКП 1;-10.18;0.;0.;0.;0.;0.;104.729;0.;25.;0.;0.;0.;0.;1:13:29;Выкл.;104.729;0.;25.;
617506.9472;C:\ncm-prt\ADEM-N33.NC;0001;205;20.;500.;2;ПРЧС дуга;СКП 1;-6.004;39.743;0.;-56.799;11.745;0.;98.725;39.743;25.;0.;0.;0.;0.;1:15:32;Выкл.;98.725;39.743;25.;
612133.1122;C:\ncm-prt\ADEM-N33.NC;0001;210;20.;500.;2;Отрезок;СКП 1;-3.048;24.928;0.;0.;0.;0.;95.677;64.671;25.;0.;0.;0.;0.;1:16:47;Выкл.;95.677;64.671;25.;
603567.348;C:\ncm-prt\ADEM-N33.NC;0001;215;20.;500.;2;ПРЧС дуга;СКП 1;-5.437;44.469;0.;-55.823;15.741;0.;90.24;109.14;25.;0.;0.;0.;0.;1:19:05;Выкл.;90.24;109.14;25.;
603267.7484;C:\ncm-prt\ADEM-N33.NC;0001;220;20.;500.;2;Отрезок;СКП 1;-0.631;5.16;0.;0.;0.;0.;89.609;114.3;25.;0.;0.;0.;0.;1:19:21;Выкл.;89.609;114.3;25.;
601686.9853;C:\ncm-prt\ADEM-N33.NC;0001;225;20.;500.;2;Отрезок;СКП 1;-10.074;0.;0.;0.;0.;0.;79.535;114.3;25.;0.;0.;0.;0.;1:19:51;Выкл.;79.535;114.3;25.;
599901.6646;C:\ncm-prt\ADEM-N33.NC;0001;230;20.;500.;2;Отрезок;СКП 1;1.035;-8.467;0.;0.;0.;0.;80.57;105.833;25.;0.;0.;0.;0.;1:20:17;Выкл.;80.57;105.833;25.;
591895.9484;C:\ncm-prt\ADEM-N33.NC;0001;235;20.;500.;2;ПЧС дуга;СКП 1;4.925;-40.283;0.;-40.716;-25.42;0.;85.495;65.55;25.;0.;0.;0.;0.;1:22:23;Выкл.;85.495;65.55;25.;
585686.4866;C:\ncm-prt\ADEM-N33.NC;0001;240;20.;500.;2;Отрезок;СКП 1;3.55;-29.035;0.;0.;0.;0.;89.045;36.515;25.;0.;0.;0.;0.;1:23:50;Выкл.;89.045;36.515;25.;
579758.3797;C:\ncm-prt\ADEM-N33.NC;0001;245;20.;500.;2;ПЧС дуга;СКП 1;5.427;-36.515;0.;-41.114;-24.771;0.;94.472;0.;25.;0.;0.;0.;0.;1:25:44;Выкл.;94.472;0.;25.;
578033.209;C:\ncm-prt\ADEM-N33.NC;0001;250;20.;500.;2;Отрезок;СКП 1;-10.402;0.;0.;0.;0.;0.;84.07;0.;25.;0.;0.;0.;0.;1:26:15;Выкл.;84.07;0.;25.;
571769.8979;C:\ncm-prt\ADEM-N33.NC;0001;255;20.;500.;2;ПРЧС дуга;СКП 1;-4.676;33.053;0.;-36.14;11.745;0.;79.394;33.053;25.;0.;0.;0.;0.;1:27:59;Выкл.;79.394;33.053;25.;
564567.8213;C:\ncm-prt\ADEM-N33.NC;0001;260;20.;500.;2;Отрезок;СКП 1;-4.111;33.62;0.;0.;0.;0.;75.283;66.673;25.;0.;0.;0.;0.;1:29:40;Выкл.;75.283;66.673;25.;
557511.8657;C:\ncm-prt\ADEM-N33.NC;0001;265;20.;500.;2;ПРЧС дуга;СКП 1;-4.353;35.61;0.;-35.429;13.74;0.;70.93;102.283;25.;0.;0.;0.;0.;1:31:33;Выкл.;70.93;102.283;25.;
556146.3527;C:\ncm-prt\ADEM-N33.NC;0001;270;20.;500.;2;Отрезок;СКП 1;-1.47;12.017;0.;0.;0.;0.;69.46;114.3;25.;0.;0.;0.;0.;1:32:09;Выкл.;69.46;114.3;25.;
554584.3783;C:\ncm-prt\ADEM-N33.NC;0001;275;20.;500.;2;Отрезок;СКП 1;-10.074;0.;0.;0.;0.;0.;59.386;114.3;25.;0.;0.;0.;0.;1:32:39;Выкл.;59.386;114.3;25.;
551127.8643;C:\ncm-prt\ADEM-N33.NC;0001;280;20.;500.;2;Отрезок;СКП 1;1.947;-15.925;0.;0.;0.;0.;61.333;98.375;25.;0.;0.;0.;0.;1:33:27;Выкл.;61.333;98.375;25.;
545163.403;C:\ncm-prt\ADEM-N33.NC;0001;285;20.;500.;2;ПЧС дуга;СКП 1;3.695;-30.222;0.;-21.479;-17.963;0.;65.028;68.153;25.;0.;0.;0.;0.;1:35:04;Выкл.;65.028;68.153;25.;
536864.6877;C:\ncm-prt\ADEM-N33.NC;0001;290;20.;500.;2;Отрезок;СКП 1;4.757;-38.904;0.;0.;0.;0.;69.785;29.249;25.;0.;0.;0.;0.;1:37:01;Выкл.;69.785;29.249;25.;
532474.7898;C:\ncm-prt\ADEM-N33.NC;0001;295;20.;500.;2;ПЧС дуга;СКП 1;3.563;-29.249;0.;-21.854;-17.504;0.;73.348;0.;25.;0.;0.;0.;0.;1:38:34;Выкл.;73.348;0.;25.;
530742.4828;C:\ncm-prt\ADEM-N33.NC;0001;300;20.;500.;2;Отрезок;СКП 1;-10.14;0.;0.;0.;0.;0.;63.208;0.;25.;0.;0.;0.;0.;1:39:05;Выкл.;63.208;0.;25.;
530682.7791;C:\ncm-prt\ADEM-N33.NC;0001;305;20.;500.;2;ПРЧС дуга;СКП 1;-0.078;1.274;0.;-10.5;0.;0.;63.13;1.274;25.;0.;0.;0.;0.;1:39:09;Выкл.;63.13;1.274;25.;
530335.1467;C:\ncm-prt\ADEM-N33.NC;0001;310;20.;500.;2;Отрезок;СКП 1;-0.085;0.697;0.;0.;0.;0.;63.045;1.971;25.;0.;0.;0.;0.;1:39:11;Выкл.;63.045;1.971;25.;
525876.3237;C:\ncm-prt\ADEM-N33.NC;0001;315;20.;500.;2;ПРЧС дуга;СКП 1;-2.8;22.902;0.;-15.115;9.774;0.;60.245;24.873;25.;0.;0.;0.;0.;1:40:26;Выкл.;60.245;24.873;25.;
516133.0167;C:\ncm-prt\ADEM-N33.NC;0001;320;20.;500.;2;Отрезок;СКП 1;-5.546;45.36;0.;0.;0.;0.;54.699;70.233;25.;0.;0.;0.;0.;1:42:43;Выкл.;54.699;70.233;25.;
511497.2238;C:\ncm-prt\ADEM-N33.NC;0001;325;20.;500.;2;ПРЧС дуга;СКП 1;-2.889;23.635;0.;-14.845;10.179;0.;51.81;93.868;25.;0.;0.;0.;0.;1:44:01;Выкл.;51.81;93.868;25.;
508486.3301;C:\ncm-prt\ADEM-N33.NC;0001;330;20.;500.;2;Отрезок;СКП 1;-2.498;20.432;0.;0.;0.;0.;49.312;114.3;25.;0.;0.;0.;0.;1:45:03;Выкл.;49.312;114.3;25.;
508486.3301;C:\ncm-prt\ADEM-N33.NC;0001;335;20.;500.;2;Отрезок;СКП 1;0.992;0.121;0.;0.;0.;0.;50.304;114.421;25.;0.;0.;0.;0.;1:45:06;Выкл.;50.304;114.421;25.;
508486.3301;C:\ncm-prt\ADEM-N33.NC;0001;340;20.;500.;2;Хол. ход;СКП 1;0.;0.;175.;0.;0.;0.;50.304;114.421;200.;0.;0.;0.;0.;1:45:07;Выкл.;50.304;114.421;200.;
508486.3301;C:\ncm-prt\ADEM-N33.NC;0001;-1;20.;0.;2;Хол. ход;СКП 1;0.;0.;0.;0.;0.;0.;50.304;114.421;200.;0.;0.;0.;0.;1:45:07;Выкл.;50.304;114.421;200.;
508486.3301;C:\ncm-prt\ADEM-N33.NC;0001;360;20.;0.;2;Хол. ход;СКП 1;-110.629;-171.571;0.;0.;0.;0.;-60.325;-57.15;200.;0.;0.;0.;0.;1:45:08;Выкл.;-60.325;-57.15;200.;
508486.3301;C:\ncm-prt\ADEM-N33.NC;0001;-1;20.;0.;3;Хол. ход;СКП 1;0.;0.;0.;0.;0.;0.;-60.325;-57.15;200.;0.;0.;0.;0.;1:45:08;Выкл.;-60.325;-57.15;200.;
508486.3301;C:\ncm-prt\ADEM-N33.NC;0001;365;20.;0.;3;Хол. ход;СКП 1;0.;0.;0.;0.;0.;0.;-60.325;-57.15;200.;0.;0.;0.;0.;1:45:08;Выкл.;-60.325;-57.15;200.;
508486.3301;C:\ncm-prt\ADEM-N33.NC;0001;-1;20.;500.;3;Хол. ход;СКП 1;0.;0.;0.;0.;0.;0.;-60.325;-57.15;200.;0.;0.;0.;0.;1:45:08;Выкл.;-60.325;-57.15;200.;
508486.3301;C:\ncm-prt\ADEM-N33.NC;0001;370;20.;500.;3;Хол. ход;СКП 1;0.;0.;-130.;0.;0.;0.;-60.325;-57.15;70.;0.;0.;0.;0.;1:45:08;Выкл.;-60.325;-57.15;70.;
508486.3301;C:\ncm-prt\ADEM-N33.NC;0001;375;20.;500.;3;Хол. ход;СКП 1;116.011;57.514;0.;0.;0.;0.;55.686;0.364;70.;0.;0.;0.;0.;1:45:09;Выкл.;55.686;0.364;70.;
508477.5036;C:\ncm-prt\ADEM-N33.NC;0001;380;20.;500.;3;Отрезок;СКП 1;0.;0.;-43.;0.;0.;0.;55.686;0.364;27.;0.;0.;0.;0.;1:47:18;Выкл.;55.686;0.364;27.;
508475.0676;C:\ncm-prt\ADEM-N33.NC;0001;385;20.;500.;3;Отрезок;СКП 1;0.;0.;-2.;0.;0.;0.;55.686;0.364;25.;0.;0.;0.;0.;1:47:24;Выкл.;55.686;0.364;25.;
508381.5517;C:\ncm-prt\ADEM-N33.NC;0001;390;20.;500.;3;Отрезок;СКП 1;-0.467;3.822;0.;0.;0.;0.;55.219;4.186;25.;0.;0.;0.;0.;1:47:36;Выкл.;55.219;4.186;25.;
508172.1907;C:\ncm-prt\ADEM-N33.NC;0001;395;20.;500.;3;ПРЧС дуга;СКП 1;-2.036;16.651;0.;-7.289;7.559;0.;53.183;20.837;25.;0.;0.;0.;0.;1:48:34;Выкл.;53.183;20.837;25.;
507580.1139;C:\ncm-prt\ADEM-N33.NC;0001;400;20.;500.;3;Отрезок;СКП 1;-6.327;51.75;0.;0.;0.;0.;46.856;72.587;25.;0.;0.;0.;0.;1:51:10;Выкл.;46.856;72.587;25.;
507358.7166;C:\ncm-prt\ADEM-N33.NC;0001;405;20.;500.;3;ПРЧС дуга;СКП 1;-2.092;17.107;0.;-7.002;7.825;0.;44.764;89.694;25.;0.;0.;0.;0.;1:52:11;Выкл.;44.764;89.694;25.;
507104.8539;C:\ncm-prt\ADEM-N33.NC;0001;410;20.;500.;3;Отрезок;СКП 1;-3.053;24.971;0.;0.;0.;0.;41.711;114.665;25.;0.;0.;0.;0.;1:53:26;Выкл.;41.711;114.665;25.;
507104.8539;C:\ncm-prt\ADEM-N33.NC;0001;415;20.;500.;3;Хол. ход;СКП 1;0.;0.;37.;0.;0.;0.;41.711;114.665;62.;0.;0.;0.;0.;1:53:27;Выкл.;41.711;114.665;62.;
507104.8539;C:\ncm-prt\ADEM-N33.NC;0001;420;20.;500.;3;Хол. ход;СКП 1;-14.997;-114.665;0.;0.;0.;0.;26.714;0.;62.;0.;0.;0.;0.;1:53:27;Выкл.;26.714;0.;62.;
507104.6652;C:\ncm-prt\ADEM-N33.NC;0001;425;20.;500.;3;Отрезок;СКП 1;0.;0.;-2.3;0.;0.;0.;26.714;0.;59.7;0.;0.;0.;0.;1:53:34;Выкл.;26.714;0.;59.7;
507104.455;C:\ncm-prt\ADEM-N33.NC;0001;430;20.;500.;3;Отрезок;СКП 1;-1.;0.;0.;0.;0.;0.;25.714;0.;59.7;0.;0.;0.;0.;1:53:37;Выкл.;25.714;0.;59.7;
507054.493;C:\ncm-prt\ADEM-N33.NC;0001;435;20.;500.;3;Отрезок;СКП 1; 0.001;114.3;0.;0.;0.;0.;25.715;114.3;59.7;0.;0.;0.;0.;1:59:20;Выкл.;25.715;114.3;59.7;
507054.4493;C:\ncm-prt\ADEM-N33.NC;0001;440;20.;500.;3;Отрезок;СКП 1;0.999;0.;0.;0.;0.;0.;26.714;114.3;59.7;0.;0.;0.;0.;1:59:23;Выкл.;26.714;114.3;59.7;
507054.4482;C:\ncm-prt\ADEM-N33.NC;0001;445;20.;500.;3;Хол. ход;СКП 1;0.;0.;2.3;0.;0.;0.;26.714;114.3;62.;0.;0.;0.;0.;1:59:23;Выкл.;26.714;114.3;62.;
507054.4482;C:\ncm-prt\ADEM-N33.NC;0001;450;20.;500.;3;Хол. ход;СКП 1;0.742;-114.3;0.;0.;0.;0.;27.456;0.;62.;0.;0.;0.;0.;1:59:24;Выкл.;27.456;0.;62.;
507054.351;C:\ncm-prt\ADEM-N33.NC;0001;455;20.;500.;3;Отрезок;СКП 1;0.;0.;-2.6;0.;0.;0.;27.456;0.;59.4;0.;0.;0.;0.;1:59:31;Выкл.;27.456;0.;59.4;
507054.0893;C:\ncm-prt\ADEM-N33.NC;0001;460;20.;500.;3;Отрезок;СКП 1;-1.;0.;0.;0.;0.;0.;26.456;0.;59.4;0.;0.;0.;0.;1:59:34;Выкл.;26.456;0.;59.4;
507000.0365;C:\ncm-prt\ADEM-N33.NC;0001;465;20.;500.;3;Отрезок;СКП 1;0.;114.3;0.;0.;0.;0.;26.456;114.3;59.4;0.;0.;0.;0.;2:05:17;Выкл.;26.456;114.3;59.4;
507000.0348;C:\ncm-prt\ADEM-N33.NC;0001;470;20.;500.;3;Отрезок;СКП 1;1.;0.;0.;0.;0.;0.;27.456;114.3;59.4;0.;0.;0.;0.;2:05:20;Выкл.;27.456;114.3;59.4;
507000.0348;C:\ncm-prt\ADEM-N33.NC;0001;475;20.;500.;3;Хол. ход;СКП 1;0.;0.;2.6;0.;0.;0.;27.456;114.3;62.;0.;0.;0.;0.;2:05:20;Выкл.;27.456;114.3;62.;
507000.0348;C:\ncm-prt\ADEM-N33.NC;0001;480;20.;500.;3;Хол. ход;СКП 1;0.545;-114.3;0.;0.;0.;0.;28.001;0.;62.;0.;0.;0.;0.;2:05:21;Выкл.;28.001;0.;62.;
507000.0333;C:\ncm-prt\ADEM-N33.NC;0001;485;20.;500.;3;Отрезок;СКП 1;0.;0.;-2.9;0.;0.;0.;28.001;0.;59.1;0.;0.;0.;0.;2:05:30;Выкл.;28.001;0.;59.1;
506999.8729;C:\ncm-prt\ADEM-N33.NC;0001;490;20.;500.;3;Отрезок;СКП 1;-1.;0.;0.;0.;0.;0.;27.001;0.;59.1;0.;0.;0.;0.;2:05:33;Выкл.;27.001;0.;59.1;
506970.9791;C:\ncm-prt\ADEM-N33.NC;0001;495;20.;500.;3;Отрезок;СКП 1; 0.001;114.3;0.;0.;0.;0.;27.002;114.3;59.1;0.;0.;0.;0.;2:11:15;Выкл.;27.002;114.3;59.1;
506970.9791;C:\ncm-prt\ADEM-N33.NC;0001;500;20.;500.;3;Отрезок;СКП 1;0.999;0.;0.;0.;0.;0.;28.001;114.3;59.1;0.;0.;0.;0.;2:11:18;Выкл.;28.001;114.3;59.1;
506970.9791;C:\ncm-prt\ADEM-N33.NC;0001;505;20.;500.;3;Хол. ход;СКП 1;0.;0.;2.9;0.;0.;0.;28.001;114.3;62.;0.;0.;0.;0.;2:11:18;Выкл.;28.001;114.3;62.;
506970.9791;C:\ncm-prt\ADEM-N33.NC;0001;510;20.;500.;3;Хол. ход;СКП 1;0.44;-114.3;0.;0.;0.;0.;28.441;0.;62.;0.;0.;0.;0.;2:11:19;Выкл.;28.441;0.;62.;
506970.9791;C:\ncm-prt\ADEM-N33.NC;0001;515;20.;500.;3;Отрезок;СКП 1;0.;0.;-1.2;0.;0.;0.;28.441;0.;60.8;0.;0.;0.;0.;2:11:23;Выкл.;28.441;0.;60.8;
506970.9791;C:\ncm-prt\ADEM-N33.NC;0001;520;20.;500.;3;Отрезок;СКП 1;0.;0.;-2.;0.;0.;0.;28.441;0.;58.8;0.;0.;0.;0.;2:11:29;Выкл.;28.441;0.;58.8;
506970.8924;C:\ncm-prt\ADEM-N33.NC;0001;525;20.;500.;3;Отрезок;СКП 1;-1.001;0.;0.;0.;0.;0.;27.44;0.;58.8;0.;0.;0.;0.;2:11:32;Выкл.;27.44;0.;58.8;
506952.9813;C:\ncm-prt\ADEM-N33.NC;0001;530;20.;500.;3;Отрезок;СКП 1; 0.001;114.3;0.;0.;0.;0.;27.441;114.3;58.8;0.;0.;0.;0.;2:17:15;Выкл.;27.441;114.3;58.8;
506952.9813;C:\ncm-prt\ADEM-N33.NC;0001;535;20.;500.;3;Отрезок;СКП 1;0.999;0.;0.;0.;0.;0.;28.44;114.3;58.8;0.;0.;0.;0.;2:17:18;Выкл.;28.44;114.3;58.8;
506952.9813;C:\ncm-prt\ADEM-N33.NC;0001;540;20.;500.;3;Хол. ход;СКП 1;0.;0.;3.2;0.;0.;0.;28.44;114.3;62.;0.;0.;0.;0.;2:17:18;Выкл.;28.44;114.3;62.;
506952.9813;C:\ncm-prt\ADEM-N33.NC;0001;545;20.;500.;3;Хол. ход;СКП 1;0.37;-114.3;0.;0.;0.;0.;28.81;0.;62.;0.;0.;0.;0.;2:17:18;Выкл.;28.81;0.;62.;
506952.9813;C:\ncm-prt\ADEM-N33.NC;0001;550;20.;500.;3;Отрезок;СКП 1;0.;0.;-1.5;0.;0.;0.;28.81;0.;60.5;0.;0.;0.;0.;2:17:23;Выкл.;28.81;0.;60.5;
506952.9813;C:\ncm-prt\ADEM-N33.NC;0001;555;20.;500.;3;Отрезок;СКП 1;0.;0.;-2.;0.;0.;0.;28.81;0.;58.5;0.;0.;0.;0.;2:17:29;Выкл.;28.81;0.;58.5;
506952.7183;C:\ncm-prt\ADEM-N33.NC;0001;560;20.;500.;3;Отрезок;СКП 1;-1.001;0.;0.;0.;0.;0.;27.809;0.;58.5;0.;0.;0.;0.;2:17:32;Выкл.;27.809;0.;58.5;
506938.0774;C:\ncm-prt\ADEM-N33.NC;0001;565;20.;500.;3;Отрезок;СКП 1;0.;114.3;0.;0.;0.;0.;27.809;114.3;58.5;0.;0.;0.;0.;2:23:15;Выкл.;27.809;114.3;58.5;
